expr,weights,python
"[Term Tanh (fromList [(6,1),(16,1),(25,1)]),Term SqrtAbs (fromList [(0,1),(1,1),(5,1),(6,1),(7,1),(8,1),(22,1),(24,1),(25,1)]),Term SqrtAbs (fromList [(6,1),(8,1),(10,1),(16,1)])]","[-0.9074806129192706,-0.7915214949699113,9.092221085518396e-7,2.3026864705274273e-3]","-0.9074806129192706 + -0.7915214949699113*np.tanh(x[:,6]*x[:,16]*x[:,25]) + 9.092221085518396e-7*sqrtAbs(x[:,0]*x[:,1]*x[:,5]*x[:,6]*x[:,7]*x[:,8]*x[:,22]*x[:,24]*x[:,25]) + 2.3026864705274273e-3*sqrtAbs(x[:,6]*x[:,8]*x[:,10]*x[:,16])"
"[Term Tanh (fromList [(24,1)]),Term Id (fromList [(14,1),(25,1)])]","[-1.4735587885517059,-0.4643581029435475,5.928480717998197e-4]","-1.4735587885517059 + -0.4643581029435475*np.tanh(x[:,24]) + 5.928480717998197e-4*(x[:,14]*x[:,25])"
"[Term SqrtAbs (fromList [(4,1),(6,1),(20,1),(22,1),(25,1)]),Term SqrtAbs (fromList [(4,1),(6,1),(25,1)]),Term SqrtAbs (fromList [(6,1)]),Term SqrtAbs (fromList [(25,1)])]","[-0.9849960062031781,1.910980617045175e-3,9.460217673503545e-3,1.9279696197559242e-2,-0.5094024829307499]","-0.9849960062031781 + 1.910980617045175e-3*sqrtAbs(x[:,4]*x[:,6]*x[:,20]*x[:,22]*x[:,25]) + 9.460217673503545e-3*sqrtAbs(x[:,4]*x[:,6]*x[:,25]) + 1.9279696197559242e-2*sqrtAbs(x[:,6]) + -0.5094024829307499*sqrtAbs(x[:,25])"
"[Term Id (fromList [(8,1)]),Term Exp (fromList [(22,1)])]","[-6.586474925835821e-6,1.7120005011427166e-4,3.1696040826352334e-17]","-6.586474925835821e-6 + 1.7120005011427166e-4*(x[:,8]) + 3.1696040826352334e-17*np.exp(x[:,22])"
"[Term Exp (fromList [(24,1)]),Term SqrtAbs (fromList [(4,1),(25,1)])]","[1.0530350865316779e-168,-2.1198711290511605e-85,5.513424545238122e-168]","1.0530350865316779e-168 + -2.1198711290511605e-85*np.exp(x[:,24]) + 5.513424545238122e-168*sqrtAbs(x[:,4]*x[:,25])"
"[Term SqrtAbs (fromList [(25,1)]),Term Tanh (fromList [(22,1)]),Term Id (fromList [(0,1),(24,1)])]","[-1.32742662446063,2.1210838505809895e-3,0.28668090100663224,-2.1704731626362095e-5]","-1.32742662446063 + 2.1210838505809895e-3*sqrtAbs(x[:,25]) + 0.28668090100663224*np.tanh(x[:,22]) + -2.1704731626362095e-5*(x[:,0]*x[:,24])"
"[Term SqrtAbs (fromList [(6,1),(15,1),(24,1),(25,1)]),Term Exp (fromList [(25,1)]),Term Id (fromList [(24,1)])]","[-1.9747214562707967e-4,4.584165625921084e-4,3.781120786297995e-7,-1.2409800464229606e-2]","-1.9747214562707967e-4 + 4.584165625921084e-4*sqrtAbs(x[:,6]*x[:,15]*x[:,24]*x[:,25]) + 3.781120786297995e-7*np.exp(x[:,25]) + -1.2409800464229606e-2*(x[:,24])"
"[Term SqrtAbs (fromList [(0,1),(7,1),(8,1),(11,1),(17,1),(25,1)]),Term SqrtAbs (fromList [(0,1),(4,1),(8,1),(10,1)])]","[-1.9332014479894324e-2,4.298902028984242e-5,-2.9631735929319425e-4]","-1.9332014479894324e-2 + 4.298902028984242e-5*sqrtAbs(x[:,0]*x[:,7]*x[:,8]*x[:,11]*x[:,17]*x[:,25]) + -2.9631735929319425e-4*sqrtAbs(x[:,0]*x[:,4]*x[:,8]*x[:,10])"
"[Term Id (fromList [(25,1)]),Term Tanh (fromList [(14,1),(16,1)])]","[-1.5176162353655753,2.354100718058442e-2,3.697755835282731e-3]","-1.5176162353655753 + 2.354100718058442e-2*(x[:,25]) + 3.697755835282731e-3*np.tanh(x[:,14]*x[:,16])"
"[Term Tanh (fromList [(5,1),(12,1),(25,1)])]","[-1.342214634566244,8.495477614897028e-2]","-1.342214634566244 + 8.495477614897028e-2*np.tanh(x[:,5]*x[:,12]*x[:,25])"
"[Term SqrtAbs (fromList [(22,1)])]","[-1.4393928082387322,0.25657283198639497]","-1.4393928082387322 + 0.25657283198639497*sqrtAbs(x[:,22])"
"[Term Tanh (fromList [(24,1),(25,1)]),Term SqrtAbs (fromList [(21,1)]),Term SqrtAbs (fromList [(4,1),(7,1),(20,1)]),Term Id (fromList [(25,1)])]","[-2.538923172216036,-1.3105395335516545,1.1040656229345904,1.0624693946289884e-2,0.1037315475640191]","-2.538923172216036 + -1.3105395335516545*np.tanh(x[:,24]*x[:,25]) + 1.1040656229345904*sqrtAbs(x[:,21]) + 1.0624693946289884e-2*sqrtAbs(x[:,4]*x[:,7]*x[:,20]) + 0.1037315475640191*(x[:,25])"
"[Term Tanh (fromList [(25,1)]),Term Id (fromList [(24,1)]),Term SqrtAbs (fromList [(4,1),(5,1),(6,1),(8,1),(16,1),(22,1),(24,1),(25,1)]),Term Id (fromList [(6,1),(8,1),(20,1),(22,1),(24,1)])]","[-1.7756893448660872e-7,-1.5660704760668193e-7,-1.8040766731313612e-5,7.3663604663081276e-6,5.682179820129021e-10]","-1.7756893448660872e-7 + -1.5660704760668193e-7*np.tanh(x[:,25]) + -1.8040766731313612e-5*(x[:,24]) + 7.3663604663081276e-6*sqrtAbs(x[:,4]*x[:,5]*x[:,6]*x[:,8]*x[:,16]*x[:,22]*x[:,24]*x[:,25]) + 5.682179820129021e-10*(x[:,6]*x[:,8]*x[:,20]*x[:,22]*x[:,24])"
"[Term Id (fromList [(25,1)]),Term Id (fromList [(16,1),(24,1),(25,1)]),Term Exp (fromList [(11,1),(25,1)]),Term Id (fromList [(7,1),(8,1),(15,1),(16,1),(24,1),(25,1)])]","[-1.7768363574995647e-28,-1.5679758454725929e-27,-3.5782277309084868e-25,-4.555053089275942e-26,1.3968475350987995e-18]","-1.7768363574995647e-28 + -1.5679758454725929e-27*(x[:,25]) + -3.5782277309084868e-25*(x[:,16]*x[:,24]*x[:,25]) + -4.555053089275942e-26*np.exp(x[:,11]*x[:,25]) + 1.3968475350987995e-18*(x[:,7]*x[:,8]*x[:,15]*x[:,16]*x[:,24]*x[:,25])"
"[Term Tanh (fromList [(18,1),(25,1)]),Term SqrtAbs (fromList [(6,1),(15,1),(22,1),(24,1)]),Term Tanh (fromList [(6,1),(15,1),(24,1),(25,1)]),Term Tanh (fromList [(22,1)]),Term Id (fromList [(22,1),(25,1)])]","[-5.732131047737916e-2,-6.084591700772251e-4,9.458190187985719e-4,-4.988106993469377e-2,-1.4702940899981509e-2,-4.765022476200647e-2]","-5.732131047737916e-2 + -6.084591700772251e-4*np.tanh(x[:,18]*x[:,25]) + 9.458190187985719e-4*sqrtAbs(x[:,6]*x[:,15]*x[:,22]*x[:,24]) + -4.988106993469377e-2*np.tanh(x[:,6]*x[:,15]*x[:,24]*x[:,25]) + -1.4702940899981509e-2*np.tanh(x[:,22]) + -4.765022476200647e-2*(x[:,22]*x[:,25])"
"[Term Tanh (fromList [(8,1),(10,1),(24,1)])]","[-1.403451897975798,0.24163765440162227]","-1.403451897975798 + 0.24163765440162227*np.tanh(x[:,8]*x[:,10]*x[:,24])"
"[Term Tanh (fromList [(14,1),(24,1),(25,1)])]","[-1.0780331524816473,-0.2605184706502853]","-1.0780331524816473 + -0.2605184706502853*np.tanh(x[:,14]*x[:,24]*x[:,25])"
"[Term Id (fromList [(24,1)]),Term Tanh (fromList [(21,1)]),Term SqrtAbs (fromList [(0,1),(8,1),(20,1),(24,1)]),Term Id (fromList [(25,1)]),Term Id (fromList [(15,1),(21,1),(22,1)])]","[-0.14177104402331228,7.168442954630023e-3,-2.593707806719715e-3,1.2900298134108006e-3,-0.2691205026484654,3.4520777848138086e-3]","-0.14177104402331228 + 7.168442954630023e-3*(x[:,24]) + -2.593707806719715e-3*np.tanh(x[:,21]) + 1.2900298134108006e-3*sqrtAbs(x[:,0]*x[:,8]*x[:,20]*x[:,24]) + -0.2691205026484654*(x[:,25]) + 3.4520777848138086e-3*(x[:,15]*x[:,21]*x[:,22])"
"[Term SqrtAbs (fromList [(22,1),(24,1),(25,1)]),Term Id (fromList [(22,1),(24,1)]),Term SqrtAbs (fromList [(6,1),(22,1),(24,1)]),Term SqrtAbs (fromList [(25,1)])]","[-0.7962968760553715,-3.514648904698543e-2,7.801647503197554e-4,1.3263109361396368e-2,-0.24876135933534294]","-0.7962968760553715 + -3.514648904698543e-2*sqrtAbs(x[:,22]*x[:,24]*x[:,25]) + 7.801647503197554e-4*(x[:,22]*x[:,24]) + 1.3263109361396368e-2*sqrtAbs(x[:,6]*x[:,22]*x[:,24]) + -0.24876135933534294*sqrtAbs(x[:,25])"
"[Term SqrtAbs (fromList [(25,1)]),Term Id (fromList [(21,1)])]","[-1.3151060122907983,-1.0288860339400598e-2,0.737967827609413]","-1.3151060122907983 + -1.0288860339400598e-2*sqrtAbs(x[:,25]) + 0.737967827609413*(x[:,21])"
"[Term Tanh (fromList [(3,1),(10,1),(19,1),(20,1),(22,1),(25,1)])]","[-0.9455098834745832,-0.43916852677164514]","-0.9455098834745832 + -0.43916852677164514*np.tanh(x[:,3]*x[:,10]*x[:,19]*x[:,20]*x[:,22]*x[:,25])"
"[Term SqrtAbs (fromList [(5,1),(7,1)]),Term Tanh (fromList [(3,1),(5,1),(6,1),(7,1),(16,1),(25,1)]),Term SqrtAbs (fromList [(0,1),(8,1),(22,1)]),Term SqrtAbs (fromList [(1,1),(8,1),(9,1),(21,1),(22,1)])]","[-2.090168992619708,5.127988793333412e-2,-1.0267996430137805,7.61591986741738e-2,-0.11624608711729464]","-2.090168992619708 + 5.127988793333412e-2*sqrtAbs(x[:,5]*x[:,7]) + -1.0267996430137805*np.tanh(x[:,3]*x[:,5]*x[:,6]*x[:,7]*x[:,16]*x[:,25]) + 7.61591986741738e-2*sqrtAbs(x[:,0]*x[:,8]*x[:,22]) + -0.11624608711729464*sqrtAbs(x[:,1]*x[:,8]*x[:,9]*x[:,21]*x[:,22])"
"[Term Id (fromList [(6,1),(8,1),(15,1),(24,1),(25,1)]),Term Tanh (fromList [(24,1)]),Term Id (fromList [(25,1)]),Term Id (fromList [(6,1),(8,1),(15,1),(24,1)]),Term Id (fromList [(21,1),(22,1)])]","[-3.3744429854308113e-16,2.6956284163797517e-11,-2.552135192179156e-16,-2.9990080758734944e-15,-3.315124864535682e-10,8.14678910406669e-17]","-3.3744429854308113e-16 + 2.6956284163797517e-11*(x[:,6]*x[:,8]*x[:,15]*x[:,24]*x[:,25]) + -2.552135192179156e-16*np.tanh(x[:,24]) + -2.9990080758734944e-15*(x[:,25]) + -3.315124864535682e-10*(x[:,6]*x[:,8]*x[:,15]*x[:,24]) + 8.14678910406669e-17*(x[:,21]*x[:,22])"
"[Term Tanh (fromList [(25,1)]),Term Exp (fromList [(22,1)]),Term Tanh (fromList [(6,1),(15,1),(17,1),(20,1),(24,1)]),Term Id (fromList [(6,1),(15,1),(20,1)])]","[-1.5261062835998086e-10,-1.339103649039318e-10,3.4533176390606973e-17,-1.1495842896043762e-10,8.808703306576604e-7]","-1.5261062835998086e-10 + -1.339103649039318e-10*np.tanh(x[:,25]) + 3.4533176390606973e-17*np.exp(x[:,22]) + -1.1495842896043762e-10*np.tanh(x[:,6]*x[:,15]*x[:,17]*x[:,20]*x[:,24]) + 8.808703306576604e-7*(x[:,6]*x[:,15]*x[:,20])"
"[Term Exp (fromList [(24,1)]),Term Id (fromList [(22,1)]),Term SqrtAbs (fromList [(24,1),(25,1)])]","[1.0530350865316779e-168,-2.1198711290511605e-85,1.563165153696942e-169,2.528985919401873e-167]","1.0530350865316779e-168 + -2.1198711290511605e-85*np.exp(x[:,24]) + 1.563165153696942e-169*(x[:,22]) + 2.528985919401873e-167*sqrtAbs(x[:,24]*x[:,25])"
"[Term Id (fromList [(24,2)])]","[-1.5773932103604968,1.6408734222134306e-5]","-1.5773932103604968 + 1.6408734222134306e-5*(x[:,24]**(2))"
"[Term Id (fromList [(0,1),(19,1),(25,2)]),Term Tanh (fromList [(0,2),(1,1),(4,2),(6,2),(7,2),(8,2),(10,1),(12,1),(14,2),(15,2),(17,2),(19,2),(20,2),(24,2),(25,2)]),Term Tanh (fromList [(0,2),(1,1),(4,2),(6,2),(7,2),(8,2),(10,1),(12,1),(14,2),(15,2),(17,2),(19,2),(20,2),(24,2),(25,1)]),Term Exp (fromList [(0,1)])]","[1.3609460360195554e-53,2.3228214910425573e-48,6.384205450834491e-54,6.384205450834491e-54,-1.1512623900356253e-31]","1.3609460360195554e-53 + 2.3228214910425573e-48*(x[:,0]*x[:,19]*x[:,25]**(2)) + 6.384205450834491e-54*np.tanh(x[:,0]**(2)*x[:,1]*x[:,4]**(2)*x[:,6]**(2)*x[:,7]**(2)*x[:,8]**(2)*x[:,10]*x[:,12]*x[:,14]**(2)*x[:,15]**(2)*x[:,17]**(2)*x[:,19]**(2)*x[:,20]**(2)*x[:,24]**(2)*x[:,25]**(2)) + 6.384205450834491e-54*np.tanh(x[:,0]**(2)*x[:,1]*x[:,4]**(2)*x[:,6]**(2)*x[:,7]**(2)*x[:,8]**(2)*x[:,10]*x[:,12]*x[:,14]**(2)*x[:,15]**(2)*x[:,17]**(2)*x[:,19]**(2)*x[:,20]**(2)*x[:,24]**(2)*x[:,25]) + -1.1512623900356253e-31*np.exp(x[:,0])"
"[Term Id (fromList [(24,2)]),Term Id (fromList [(3,2),(6,2),(8,2),(19,2),(24,1)]),Term Id (fromList [(0,2),(3,1),(19,2),(24,2),(25,1)]),Term Id (fromList [(0,1),(6,2),(8,2),(19,2),(24,1),(25,1)])]","[-8.450648940836553e-34,-1.2021918129505618e-29,-3.147177185451254e-20,-1.4645333453892058e-20,1.1617965095047268e-21]","-8.450648940836553e-34 + -1.2021918129505618e-29*(x[:,24]**(2)) + -3.147177185451254e-20*(x[:,3]**(2)*x[:,6]**(2)*x[:,8]**(2)*x[:,19]**(2)*x[:,24]) + -1.4645333453892058e-20*(x[:,0]**(2)*x[:,3]*x[:,19]**(2)*x[:,24]**(2)*x[:,25]) + 1.1617965095047268e-21*(x[:,0]*x[:,6]**(2)*x[:,8]**(2)*x[:,19]**(2)*x[:,24]*x[:,25])"
"[Term SqrtAbs (fromList [(3,1),(8,2),(9,2),(11,2),(15,1),(19,2),(20,2),(22,2),(24,2),(25,1)]),Term SqrtAbs (fromList [(2,2),(4,1),(5,1),(8,2),(10,2),(19,2),(24,1)]),Term Id (fromList [(2,2),(19,2)]),Term SqrtAbs (fromList [(0,2),(1,1),(7,2),(8,2),(9,2),(11,2),(15,2),(19,2),(20,2),(22,2),(24,2),(25,2)])]","[-4.4253356462705155e-17,-3.7046820848639193e-10,2.1019837706251092e-12,-9.064834377430642e-12,8.68056664974686e-15]","-4.4253356462705155e-17 + -3.7046820848639193e-10*sqrtAbs(x[:,3]*x[:,8]**(2)*x[:,9]**(2)*x[:,11]**(2)*x[:,15]*x[:,19]**(2)*x[:,20]**(2)*x[:,22]**(2)*x[:,24]**(2)*x[:,25]) + 2.1019837706251092e-12*sqrtAbs(x[:,2]**(2)*x[:,4]*x[:,5]*x[:,8]**(2)*x[:,10]**(2)*x[:,19]**(2)*x[:,24]) + -9.064834377430642e-12*(x[:,2]**(2)*x[:,19]**(2)) + 8.68056664974686e-15*sqrtAbs(x[:,0]**(2)*x[:,1]*x[:,7]**(2)*x[:,8]**(2)*x[:,9]**(2)*x[:,11]**(2)*x[:,15]**(2)*x[:,19]**(2)*x[:,20]**(2)*x[:,22]**(2)*x[:,24]**(2)*x[:,25]**(2))"
"[Term SqrtAbs (fromList [(25,1)]),Term Tanh (fromList [(1,2),(12,2),(20,2),(25,1)]),Term SqrtAbs (fromList [(8,2),(9,2),(11,2),(16,2),(20,2),(21,2),(22,1),(24,2),(25,2)]),Term Id (fromList [(1,2),(12,2),(25,1)]),Term SqrtAbs (fromList [(0,2),(4,2),(6,2),(7,2),(8,2),(9,1),(11,1),(12,2),(16,1),(19,2),(21,1),(22,2)])]","[-4.379276626430851e-11,-1.216921866374675e-10,-3.836898823586924e-11,-1.511605769725692e-8,-9.583493054904188e-7,6.346579864562469e-13]","-4.379276626430851e-11 + -1.216921866374675e-10*sqrtAbs(x[:,25]) + -3.836898823586924e-11*np.tanh(x[:,1]**(2)*x[:,12]**(2)*x[:,20]**(2)*x[:,25]) + -1.511605769725692e-8*sqrtAbs(x[:,8]**(2)*x[:,9]**(2)*x[:,11]**(2)*x[:,16]**(2)*x[:,20]**(2)*x[:,21]**(2)*x[:,22]*x[:,24]**(2)*x[:,25]**(2)) + -9.583493054904188e-7*(x[:,1]**(2)*x[:,12]**(2)*x[:,25]) + 6.346579864562469e-13*sqrtAbs(x[:,0]**(2)*x[:,4]**(2)*x[:,6]**(2)*x[:,7]**(2)*x[:,8]**(2)*x[:,9]*x[:,11]*x[:,12]**(2)*x[:,16]*x[:,19]**(2)*x[:,21]*x[:,22]**(2))"
"[Term Id (fromList [(24,1)]),Term SqrtAbs (fromList [(0,2),(1,2),(4,2),(6,2),(8,2),(9,2),(10,2),(11,2),(15,1),(19,2),(20,2),(24,2),(25,2)]),Term Exp (fromList [(25,2)]),Term Tanh (fromList [(0,2),(1,2),(4,2),(6,2),(8,2),(9,2),(10,2),(11,2),(14,2),(15,1),(19,2),(20,2),(21,1),(24,2)]),Term Tanh (fromList [(1,2),(3,2),(9,2),(10,2),(11,1),(19,2),(24,2)])]","[2.3157385556049448e-170,1.7821267059696871e-168,-3.876504552114787e-157,-2.9010219206389335e-86,7.867839515410834e-171,2.307668238359982e-170]","2.3157385556049448e-170 + 1.7821267059696871e-168*(x[:,24]) + -3.876504552114787e-157*sqrtAbs(x[:,0]**(2)*x[:,1]**(2)*x[:,4]**(2)*x[:,6]**(2)*x[:,8]**(2)*x[:,9]**(2)*x[:,10]**(2)*x[:,11]**(2)*x[:,15]*x[:,19]**(2)*x[:,20]**(2)*x[:,24]**(2)*x[:,25]**(2)) + -2.9010219206389335e-86*np.exp(x[:,25]**(2)) + 7.867839515410834e-171*np.tanh(x[:,0]**(2)*x[:,1]**(2)*x[:,4]**(2)*x[:,6]**(2)*x[:,8]**(2)*x[:,9]**(2)*x[:,10]**(2)*x[:,11]**(2)*x[:,14]**(2)*x[:,15]*x[:,19]**(2)*x[:,20]**(2)*x[:,21]*x[:,24]**(2)) + 2.307668238359982e-170*np.tanh(x[:,1]**(2)*x[:,3]**(2)*x[:,9]**(2)*x[:,10]**(2)*x[:,11]*x[:,19]**(2)*x[:,24]**(2))"
"[Term SqrtAbs (fromList [(25,1)]),Term Tanh (fromList [(1,1),(18,2),(25,2)])]","[-1.3131663870560104,6.86071992053294e-3,-9.14798453855348e-2]","-1.3131663870560104 + 6.86071992053294e-3*sqrtAbs(x[:,25]) + -9.14798453855348e-2*np.tanh(x[:,1]*x[:,18]**(2)*x[:,25]**(2))"
"[Term Exp (fromList [(25,2)]),Term Id (fromList [(24,1)])]","[2.3157385556049448e-170,-2.9010219206389335e-86,1.7821267059696871e-168]","2.3157385556049448e-170 + -2.9010219206389335e-86*np.exp(x[:,25]**(2)) + 1.7821267059696871e-168*(x[:,24])"
"[Term Id (fromList [(1,2),(5,2),(8,2),(15,2),(18,2),(20,2),(21,2),(22,2),(24,2),(25,2)]),Term SqrtAbs (fromList [(1,2),(5,2),(8,2),(18,2),(20,2),(22,1),(24,2),(25,2)])]","[-1.295046017499742,0.0,0.0]","-1.295046017499742 + 0.0*(x[:,1]**(2)*x[:,5]**(2)*x[:,8]**(2)*x[:,15]**(2)*x[:,18]**(2)*x[:,20]**(2)*x[:,21]**(2)*x[:,22]**(2)*x[:,24]**(2)*x[:,25]**(2)) + 0.0*sqrtAbs(x[:,1]**(2)*x[:,5]**(2)*x[:,8]**(2)*x[:,18]**(2)*x[:,20]**(2)*x[:,22]*x[:,24]**(2)*x[:,25]**(2))"
"[Term Id (fromList [(1,1),(14,2),(25,2)])]","[-0.18248417024851135,-1.1619719309753201e-7]","-0.18248417024851135 + -1.1619719309753201e-7*(x[:,1]*x[:,14]**(2)*x[:,25]**(2))"
