expr,weights,python
"[Term Cos (fromList [(4,-3)]),Term Tanh (fromList [(0,1),(4,-3)]),Term Id (fromList [(0,1),(1,1)]),Term SqrtAbs (fromList [(0,1),(2,1),(3,1),(4,1)])]","[-0.627684125853497,0.7918207617561988,0.9972447116760169,1.0012714078096536,0.9860120166765143]","-0.627684125853497 + 0.7918207617561988*np.cos(x[:,4]**(-3)) + 0.9972447116760169*np.tanh(x[:,0]*x[:,4]**(-3)) + 1.0012714078096536*(x[:,0]*x[:,1]) + 0.9860120166765143*sqrtAbs(x[:,0]*x[:,2]*x[:,3]*x[:,4])"

"[Term Id (fromList [(0,1),(1,1)]),Term SqrtAbs (fromList [(4,2)]),Term Id (fromList [(2,1)]),Term Tanh (fromList [(0,1),(1,-2),(2,3),(3,3),(4,1)])]","[0.1840105143,1.1648124863,0.38770532630000004,0.0,1.0039374489000001]","0.1840105143 + 1.1648124863*(x[:,0]*x[:,1]) + 0.38770532630000004*sqrtAbs(x[:,4]**(2)) + 0.0*(x[:,2]) + 1.0039374489000001*np.tanh(x[:,0]*x[:,1]**(-2)*x[:,2]**(3)*x[:,3]**(3)*x[:,4])"

"[Term Sin (fromList [(0,3),(1,-1),(4,1)]),Term Id (fromList [(0,1),(1,1)]),Term Id (fromList [(2,1),(3,1),(4,1),(5,-1)]),Term Id (fromList [(0,1)])]","[6.4e-9,8.080000000000001e-8,1.0000000011,0.9999999999,1.9999999757]","6.4e-9 + 8.080000000000001e-8*np.sin(x[:,0]**(3)*x[:,1]**(-1)*x[:,4]) + 1.0000000011*(x[:,0]*x[:,1]) + 0.9999999999*(x[:,2]*x[:,3]*x[:,4]*x[:,5]**(-1)) + 1.9999999757*(x[:,0])"

"[Term Sin (fromList [(3,3),(5,-2)]),Term Exp (fromList [(3,1)]),Term Id (fromList [(2,1),(4,2)]),Term Sin (fromList [(0,1)])]","[0.0,0.0,4.48776e-5,1.1172910144000001,9.8770657173]","0.0 + 0.0*np.sin(x[:,3]**(3)*x[:,5]**(-2)) + 4.48776e-5*np.exp(x[:,3]) + 1.1172910144000001*(x[:,2]*x[:,4]**(2)) + 9.8770657173*np.sin(x[:,0])"

"[Term Sin (fromList [(2,2)]),Term Id (fromList [(0,1),(1,1)]),Term Id (fromList [(0,1)]),Term Id (fromList [(2,1),(3,1),(4,1),(5,-1)])]","[3.0e-10,9.0e-10,1.0000000003,1.9999999963000001,1.0000000002]","3.0e-10 + 9.0e-10*np.sin(x[:,2]**(2)) + 1.0000000003*(x[:,0]*x[:,1]) + 1.9999999963000001*(x[:,0]) + 1.0000000002*(x[:,2]*x[:,3]*x[:,4]*x[:,5]**(-1))"

"[Term Sin (fromList [(2,3),(5,2)]),Term Id (fromList [(0,3),(1,1),(5,-1)]),Term Log (fromList [(1,1)]),Term Log (fromList [(2,1)])]","[0.0,0.0,6.3245538256,2.5583131449,0.7260639868000001]","0.0 + 0.0*np.sin(x[:,2]**(3)*x[:,5]**(2)) + 6.3245538256*(x[:,0]**(3)*x[:,1]*x[:,5]**(-1)) + 2.5583131449*np.log(x[:,1]) + 0.7260639868000001*np.log(x[:,2])"

"[Term Sin (fromList [(4,-1),(5,3)]),Term Cos (fromList [(0,-2),(4,-1),(5,3)]),Term SqrtAbs (fromList [(0,1),(1,2),(2,2),(4,3)]),Term Sin (fromList [(0,1)])]","[0.0,0.0,0.0,0.39808106200000004,8.5509521066]","0.0 + 0.0*np.sin(x[:,4]**(-1)*x[:,5]**(3)) + 0.0*np.cos(x[:,0]**(-2)*x[:,4]**(-1)*x[:,5]**(3)) + 0.39808106200000004*sqrtAbs(x[:,0]*x[:,1]**(2)*x[:,2]**(2)*x[:,4]**(3)) + 8.5509521066*np.sin(x[:,0])"

"[Term Cos (fromList [(0,-2)]),Term Id (fromList [(2,1),(3,1),(4,1),(5,-1)]),Term Id (fromList [(0,1),(1,1)]),Term Id (fromList [(0,1)])]","[3.0e-10,1.2e-9,1.0000000002,1.0000000004,1.9999999969]","3.0e-10 + 1.2e-9*np.cos(x[:,0]**(-2)) + 1.0000000002*(x[:,2]*x[:,3]*x[:,4]*x[:,5]**(-1)) + 1.0000000004*(x[:,0]*x[:,1]) + 1.9999999969*(x[:,0])"

"[Term Sin (fromList [(0,2),(4,3),(5,1)]),Term Id (fromList [(0,1),(1,2),(2,1)]),Term Tanh (fromList [(0,1),(4,2)]),Term Tanh (fromList [(0,1)])]","[0.0,0.0,8.96028838e-2,0.9223914814,7.7807346568]","0.0 + 0.0*np.sin(x[:,0]**(2)*x[:,4]**(3)*x[:,5]) + 8.96028838e-2*(x[:,0]*x[:,1]**(2)*x[:,2]) + 0.9223914814*np.tanh(x[:,0]*x[:,4]**(2)) + 7.7807346568*np.tanh(x[:,0])"

"[Term Id (fromList [(3,3)]),Term SqrtAbs (fromList [(0,1)]),Term Id (fromList [(0,1),(2,1),(4,2)]),Term Id (fromList [(0,1),(1,1)])]","[0.0,6.617449e-4,1.6388462435,1.0071204317,0.9988025731000001]","0.0 + 6.617449e-4*(x[:,3]**(3)) + 1.6388462435*sqrtAbs(x[:,0]) + 1.0071204317*(x[:,0]*x[:,2]*x[:,4]**(2)) + 0.9988025731000001*(x[:,0]*x[:,1])"

"[Term Cos (fromList [(4,-1)]),Term Log (fromList [(2,1),(4,1)]),Term Exp (fromList [(0,1)]),Term Id (fromList [(0,1),(1,1)])]","[6.31642419e-2,0.4765125055,0.6666838270000001,1.0426747719,1.0065896082]","6.31642419e-2 + 0.4765125055*np.cos(x[:,4]**(-1)) + 0.6666838270000001*np.log(x[:,2]*x[:,4]) + 1.0426747719*np.exp(x[:,0]) + 1.0065896082*(x[:,0]*x[:,1])"

"[Term Exp (fromList [(4,1),(5,1)]),Term Exp (fromList [(0,1),(2,3),(4,1)]),Term Id (fromList [(0,1),(2,1),(3,1),(4,1),(5,-1)]),Term Tanh (fromList [(0,1)])]","[0.0,8.7177e-6,0.8701114417,1.9678972844,8.681171368200001]","0.0 + 8.7177e-6*np.exp(x[:,4]*x[:,5]) + 0.8701114417*np.exp(x[:,0]*x[:,2]**(3)*x[:,4]) + 1.9678972844*(x[:,0]*x[:,2]*x[:,3]*x[:,4]*x[:,5]**(-1)) + 8.681171368200001*np.tanh(x[:,0])"

"[Term SqrtAbs (fromList [(0,1),(2,1),(4,1)]),Term Id (fromList [(0,1),(2,1),(3,1),(5,-1)]),Term SqrtAbs (fromList [(0,1),(3,1),(4,3)]),Term Id (fromList [(0,1),(1,1)])]","[0.5162728783,0.7016063622,1.6008267001,0.1430785541,1.0032888857]","0.5162728783 + 0.7016063622*sqrtAbs(x[:,0]*x[:,2]*x[:,4]) + 1.6008267001*(x[:,0]*x[:,2]*x[:,3]*x[:,5]**(-1)) + 0.1430785541*sqrtAbs(x[:,0]*x[:,3]*x[:,4]**(3)) + 1.0032888857*(x[:,0]*x[:,1])"

"[Term Id (fromList [(4,1)]),Term Sin (fromList [(0,1),(2,1),(3,1),(4,1),(5,-1)]),Term Exp (fromList [(0,1)]),Term Id (fromList [(0,1),(1,1)])]","[0.5646431722,0.0,2.016991822,0.29591980960000003,0.9957115412]","0.5646431722 + 0.0*(x[:,4]) + 2.016991822*np.sin(x[:,0]*x[:,2]*x[:,3]*x[:,4]*x[:,5]**(-1)) + 0.29591980960000003*np.exp(x[:,0]) + 0.9957115412*(x[:,0]*x[:,1])"

"[Term Sin (fromList [(0,1),(1,1),(2,1),(3,2),(4,1),(5,2)]),Term Cos (fromList [(0,2),(1,3),(5,2)]),Term Log (fromList [(4,1)]),Term SqrtAbs (fromList [(0,1),(1,1),(2,1)])]","[0.0,0.0,0.2206988139,0.6147919361,4.0796179757]","0.0 + 0.0*np.sin(x[:,0]*x[:,1]*x[:,2]*x[:,3]**(2)*x[:,4]*x[:,5]**(2)) + 0.2206988139*np.cos(x[:,0]**(2)*x[:,1]**(3)*x[:,5]**(2)) + 0.6147919361*np.log(x[:,4]) + 4.0796179757*sqrtAbs(x[:,0]*x[:,1]*x[:,2])"

"[Term Exp (fromList [(0,1),(4,2)]),Term Exp (fromList [(0,1),(2,1),(4,1)]),Term Id (fromList [(0,1),(2,1),(3,1),(5,-1)]),Term Tanh (fromList [(0,1)])]","[0.3655290648,0.2082037616,0.7878201300000001,2.2666188665,6.770450408]","0.3655290648 + 0.2082037616*np.exp(x[:,0]*x[:,4]**(2)) + 0.7878201300000001*np.exp(x[:,0]*x[:,2]*x[:,4]) + 2.2666188665*(x[:,0]*x[:,2]*x[:,3]*x[:,5]**(-1)) + 6.770450408*np.tanh(x[:,0])"

"[Term Id (fromList [(0,1),(3,1),(5,-1)]),Term Id (fromList [(0,1),(2,1),(3,1),(5,-1)]),Term Tanh (fromList [(0,1),(2,1),(4,3)]),Term Id (fromList [(0,1),(1,1)])]","[0.8038569309,0.3504336505,1.3784557748000001,0.7526829782000001,1.0019260003000001]","0.8038569309 + 0.3504336505*(x[:,0]*x[:,3]*x[:,5]**(-1)) + 1.3784557748000001*(x[:,0]*x[:,2]*x[:,3]*x[:,5]**(-1)) + 0.7526829782000001*np.tanh(x[:,0]*x[:,2]*x[:,4]**(3)) + 1.0019260003000001*(x[:,0]*x[:,1])"

"[Term Id (fromList [(2,1),(3,1),(4,2)]),Term Id (fromList [(1,1),(2,1),(3,1),(5,-2)]),Term Id (fromList [(0,1),(1,1)]),Term Id (fromList [(0,1)])]","[2.9622415200000002e-2,6.96578908e-2,0.426037581,0.9176973446000001,2.6189151366]","2.9622415200000002e-2 + 6.96578908e-2*(x[:,2]*x[:,3]*x[:,4]**(2)) + 0.426037581*(x[:,1]*x[:,2]*x[:,3]*x[:,5]**(-2)) + 0.9176973446000001*(x[:,0]*x[:,1]) + 2.6189151366*(x[:,0])"

"[Term Id (fromList [(0,1),(2,1),(3,1),(4,1),(5,-2)]),Term Tanh (fromList [(0,1),(4,2)]),Term Id (fromList [(0,1),(1,1)]),Term SqrtAbs (fromList [(0,1),(2,1),(3,1)])]","[0.2593471446,4.4268205429,0.6222538678,1.0015179846,0.6230832645000001]","0.2593471446 + 4.4268205429*(x[:,0]*x[:,2]*x[:,3]*x[:,4]*x[:,5]**(-2)) + 0.6222538678*np.tanh(x[:,0]*x[:,4]**(2)) + 1.0015179846*(x[:,0]*x[:,1]) + 0.6230832645000001*sqrtAbs(x[:,0]*x[:,2]*x[:,3])"

"[Term Sin (fromList [(1,1),(5,2)]),Term Exp (fromList [(0,3),(4,-1)])]","[0.0,0.0,5.4966905413000005]","0.0 + 0.0*np.sin(x[:,1]*x[:,5]**(2)) + 5.4966905413000005*np.exp(x[:,0]**(3)*x[:,4]**(-1))"

"[Term Id (fromList [(1,3),(5,3)]),Term SqrtAbs (fromList [(0,1),(1,1),(2,1),(3,1)]),Term Id (fromList [(0,1),(1,1),(4,2),(5,-1)]),Term SqrtAbs (fromList [(0,1),(2,1)])]","[0.0,1.8288e-6,0.5894938382,1.3856727368000001,3.9775425922000003]","0.0 + 1.8288e-6*(x[:,1]**(3)*x[:,5]**(3)) + 0.5894938382*sqrtAbs(x[:,0]*x[:,1]*x[:,2]*x[:,3]) + 1.3856727368000001*(x[:,0]*x[:,1]*x[:,4]**(2)*x[:,5]**(-1)) + 3.9775425922000003*sqrtAbs(x[:,0]*x[:,2])"

"[Term Tanh (fromList [(0,2)]),Term Id (fromList [(0,1),(1,1)]),Term Id (fromList [(0,1)]),Term Id (fromList [(2,1),(3,1),(4,1),(5,-1)])]","[3.05e-8,1.108e-7,1.0000000004,1.9999998811000002,1.0000000002]","3.05e-8 + 1.108e-7*np.tanh(x[:,0]**(2)) + 1.0000000004*(x[:,0]*x[:,1]) + 1.9999998811000002*(x[:,0]) + 1.0000000002*(x[:,2]*x[:,3]*x[:,4]*x[:,5]**(-1))"

"[Term Tanh (fromList [(0,2),(2,2),(3,2),(4,-2)]),Term SqrtAbs (fromList [(0,1),(4,3)]),Term Id (fromList [(0,1),(1,1)]),Term Id (fromList [(0,1),(2,1),(3,1),(5,-1)])]","[0.0,0.6772113078,0.5940580564,0.9963806203000001,1.8971165503]","0.0 + 0.6772113078*np.tanh(x[:,0]**(2)*x[:,2]**(2)*x[:,3]**(2)*x[:,4]**(-2)) + 0.5940580564*sqrtAbs(x[:,0]*x[:,4]**(3)) + 0.9963806203000001*(x[:,0]*x[:,1]) + 1.8971165503*(x[:,0]*x[:,2]*x[:,3]*x[:,5]**(-1))"

"[Term SqrtAbs (fromList [(3,1)]),Term Id (fromList [(5,-3)]),Term SqrtAbs (fromList [(0,3),(1,3),(4,-3)])]","[2.0583010821000003,0.6617811193,0.0,0.3847422035]","2.0583010821000003 + 0.6617811193*sqrtAbs(x[:,3]) + 0.0*(x[:,5]**(-3)) + 0.3847422035*sqrtAbs(x[:,0]**(3)*x[:,1]**(3)*x[:,4]**(-3))"

"[Term Cos (fromList [(1,1),(2,2),(3,3),(4,2),(5,-3)]),Term Cos (fromList [(0,-2)]),Term Id (fromList [(1,3),(4,-1)]),Term Id (fromList [(0,1),(4,1)])]","[0.0,0.0,0.0,3.7808466000000002e-3,6.942593914800001]","0.0 + 0.0*np.cos(x[:,1]*x[:,2]**(2)*x[:,3]**(3)*x[:,4]**(2)*x[:,5]**(-3)) + 0.0*np.cos(x[:,0]**(-2)) + 3.7808466000000002e-3*(x[:,1]**(3)*x[:,4]**(-1)) + 6.942593914800001*(x[:,0]*x[:,4])"

"[Term Id (fromList [(4,2)]),Term Log (fromList [(4,-3)]),Term Tanh (fromList [(2,1)]),Term Exp (fromList [(0,1),(4,1)])]","[0.10545020940175999,-0.645880114318978,0.47849151364745846,2.7606731990525635,3.045933115224229]","0.10545020940175999 + -0.645880114318978*(x[:,4]**(2)) + 0.47849151364745846*np.log(x[:,4]**(-3)) + 2.7606731990525635*np.tanh(x[:,2]) + 3.045933115224229*np.exp(x[:,0]*x[:,4])"

"[Term Cos (fromList [(5,2)]),Term Sin (fromList [(0,3),(1,2),(2,3),(5,2)]),Term Tanh (fromList [(0,3),(1,2),(2,2)])]","[0.0,0.0,0.0,7.0137076963]","0.0 + 0.0*np.cos(x[:,5]**(2)) + 0.0*np.sin(x[:,0]**(3)*x[:,1]**(2)*x[:,2]**(3)*x[:,5]**(2)) + 7.0137076963*np.tanh(x[:,0]**(3)*x[:,1]**(2)*x[:,2]**(2))"

"[Term Id (fromList [(0,1),(4,1)]),Term Id (fromList [(2,1),(5,-1)]),Term Tanh (fromList [(2,1)]),Term Log (fromList [(4,2)])]","[1.0834756008719537,6.719281855408697,10.941607998905962,0.5251651635848842,-1.6615189704523206]","1.0834756008719537 + 6.719281855408697*(x[:,0]*x[:,4]) + 10.941607998905962*(x[:,2]*x[:,5]**(-1)) + 0.5251651635848842*np.tanh(x[:,2]) + -1.6615189704523206*np.log(x[:,4]**(2))"

"[Term Tanh (fromList [(4,3)]),Term Sin (fromList [(0,1),(2,1),(3,1),(4,1),(5,-1)]),Term Exp (fromList [(0,1)]),Term Id (fromList [(0,1),(1,1)])]","[0.5624784185,0.0,2.0162391132,0.29628727720000003,0.9957084887000001]","0.5624784185 + 0.0*np.tanh(x[:,4]**(3)) + 2.0162391132*np.sin(x[:,0]*x[:,2]*x[:,3]*x[:,4]*x[:,5]**(-1)) + 0.29628727720000003*np.exp(x[:,0]) + 0.9957084887000001*(x[:,0]*x[:,1])"

"[Term SqrtAbs (fromList [(2,1),(3,1),(4,2)]),Term Id (fromList [(0,1),(1,1)]),Term Id (fromList [(0,1),(4,-1)]),Term Id (fromList [(0,1),(2,1),(3,1),(4,2),(5,-2)])]","[2.52744128e-2,0.3389535315,0.9965774057000001,1.5971314825,3.8381785372]","2.52744128e-2 + 0.3389535315*sqrtAbs(x[:,2]*x[:,3]*x[:,4]**(2)) + 0.9965774057000001*(x[:,0]*x[:,1]) + 1.5971314825*(x[:,0]*x[:,4]**(-1)) + 3.8381785372*(x[:,0]*x[:,2]*x[:,3]*x[:,4]**(2)*x[:,5]**(-2))"

"[Term SqrtAbs (fromList [(0,1),(2,1),(3,1),(4,1)]),Term Exp (fromList [(4,1)]),Term Log (fromList [(4,3)]),Term Id (fromList [(0,1),(1,1)])]","[0.8422013263688641,1.0626723655495547,-0.2618147801478632,0.2952939191543183,1.0232014341733486]","0.8422013263688641 + 1.0626723655495547*sqrtAbs(x[:,0]*x[:,2]*x[:,3]*x[:,4]) + -0.2618147801478632*np.exp(x[:,4]) + 0.2952939191543183*np.log(x[:,4]**(3)) + 1.0232014341733486*(x[:,0]*x[:,1])"

"[Term Sin (fromList [(2,-3)]),Term Id (fromList [(0,2),(2,3),(4,1)]),Term Id (fromList [(0,1),(4,2)]),Term Exp (fromList [(0,1)])]","[0.0,0.0,4.2258486658,0.6290563226,3.1140505771]","0.0 + 0.0*np.sin(x[:,2]**(-3)) + 4.2258486658*(x[:,0]**(2)*x[:,2]**(3)*x[:,4]) + 0.6290563226*(x[:,0]*x[:,4]**(2)) + 3.1140505771*np.exp(x[:,0])"

"[Term Id (fromList [(0,2),(2,1),(4,2)]),Term Exp (fromList [(5,-1)]),Term Exp (fromList [(2,1)]),Term Log (fromList [(0,1)])]","[0.0,2.6232239212,5.689621427600001,0.4300753275,3.1471425745]","0.0 + 2.6232239212*(x[:,0]**(2)*x[:,2]*x[:,4]**(2)) + 5.689621427600001*np.exp(x[:,5]**(-1)) + 0.4300753275*np.exp(x[:,2]) + 3.1471425745*np.log(x[:,0])"

"[Term Id (fromList [(0,1),(1,3),(2,1),(4,1),(5,-1)]),Term Tanh (fromList [(0,1)])]","[0.0,3.77463882e-2,10.0899893947]","0.0 + 3.77463882e-2*(x[:,0]*x[:,1]**(3)*x[:,2]*x[:,4]*x[:,5]**(-1)) + 10.0899893947*np.tanh(x[:,0])"

"[Term Exp (fromList [(0,1),(4,2)]),Term Sin (fromList [(4,2)]),Term Cos (fromList [(4,1)]),Term Exp (fromList [(0,1),(4,1)])]","[1.6248825881285733e-2,-4.79744719510467e-2,-0.8675248306369645,2.8163671849298404,3.1649850332467877]","1.6248825881285733e-2 + -4.79744719510467e-2*np.exp(x[:,0]*x[:,4]**(2)) + -0.8675248306369645*np.sin(x[:,4]**(2)) + 2.8163671849298404*np.cos(x[:,4]) + 3.1649850332467877*np.exp(x[:,0]*x[:,4])"

"[Term Tanh (fromList [(2,1)]),Term Id (fromList [(4,3)]),Term Id (fromList [(0,1),(1,1)])]","[0.4591509499,1.405032164,0.134644246,1.1388055255]","0.4591509499 + 1.405032164*np.tanh(x[:,2]) + 0.134644246*(x[:,4]**(3)) + 1.1388055255*(x[:,0]*x[:,1])"

"[Term Id (fromList [(0,3),(3,1),(4,3),(5,-1)]),Term Exp (fromList [(5,-1)]),Term Exp (fromList [(0,1),(4,1)]),Term Id (fromList [(0,1),(2,1),(4,2),(5,-1)])]","[0.0,1.0054427645000001,2.5997751651,1.2747277938000001,4.0719803073000005]","0.0 + 1.0054427645000001*(x[:,0]**(3)*x[:,3]*x[:,4]**(3)*x[:,5]**(-1)) + 2.5997751651*np.exp(x[:,5]**(-1)) + 1.2747277938000001*np.exp(x[:,0]*x[:,4]) + 4.0719803073000005*(x[:,0]*x[:,2]*x[:,4]**(2)*x[:,5]**(-1))"

"[Term Id (fromList [(0,1),(1,1)]),Term Id (fromList [(3,1)]),Term Id (fromList [(0,1),(2,1),(4,1)])]","[0.1642948234,1.0294890666,0.12139200550000001,2.0589862814]","0.1642948234 + 1.0294890666*(x[:,0]*x[:,1]) + 0.12139200550000001*(x[:,3]) + 2.0589862814*(x[:,0]*x[:,2]*x[:,4])"

"[Term Id (fromList [(5,-1)]),Term Log (fromList [(4,-2)]),Term Id (fromList [(0,1),(2,1),(4,3),(5,-1)]),Term Sin (fromList [(0,1)])]","[2.023430030370565,-0.9092008567678675,1.2858630883980349,12.362016375797506,7.062537145748583]","2.023430030370565 + -0.9092008567678675*(x[:,5]**(-1)) + 1.2858630883980349*np.log(x[:,4]**(-2)) + 12.362016375797506*(x[:,0]*x[:,2]*x[:,4]**(3)*x[:,5]**(-1)) + 7.062537145748583*np.sin(x[:,0])"

"[Term SqrtAbs (fromList [(0,2),(1,2),(2,2),(4,1),(5,-2)]),Term SqrtAbs (fromList [(0,1),(3,1)]),Term Id (fromList [(0,1),(1,1)])]","[0.0,1.8109862276000002,0.9542742423,0.8257914294]","0.0 + 1.8109862276000002*sqrtAbs(x[:,0]**(2)*x[:,1]**(2)*x[:,2]**(2)*x[:,4]*x[:,5]**(-2)) + 0.9542742423*sqrtAbs(x[:,0]*x[:,3]) + 0.8257914294*(x[:,0]*x[:,1])"

"[Term Tanh (fromList [(0,1),(1,1),(4,-3),(5,-1)]),Term SqrtAbs (fromList [(2,1),(3,1)]),Term Id (fromList [(0,1),(1,1),(4,1),(5,-1)]),Term SqrtAbs (fromList [(2,1)])]","[0.0,2.4780794538,0.9012694796,3.9121344991,0.1589667864]","0.0 + 2.4780794538*np.tanh(x[:,0]*x[:,1]*x[:,4]**(-3)*x[:,5]**(-1)) + 0.9012694796*sqrtAbs(x[:,2]*x[:,3]) + 3.9121344991*(x[:,0]*x[:,1]*x[:,4]*x[:,5]**(-1)) + 0.1589667864*sqrtAbs(x[:,2])"

