expr,weights,python
"[Term SqrtAbs (fromList [(4,-1)]),Term Log (fromList [(0,-3),(1,-3),(2,-3),(3,3)]),Term SqrtAbs (fromList [(2,-2),(3,2)]),Term Log (fromList [(3,1)])]","[-63.43585473670036,-3.877990094140439,-4.639975009558183,-30.59416565442114,16.290250602141732]","-63.43585473670036 + -3.877990094140439*sqrtAbs(x[:,4]**(-1)) + -4.639975009558183*np.log(x[:,0]**(-3)*x[:,1]**(-3)*x[:,2]**(-3)*x[:,3]**(3)) + -30.59416565442114*sqrtAbs(x[:,2]**(-2)*x[:,3]**(2)) + 16.290250602141732*np.log(x[:,3])"

"[Term Log (fromList [(3,2)]),Term Log (fromList [(1,1),(3,-1)]),Term SqrtAbs (fromList [(1,1),(2,3)]),Term Tanh (fromList [(3,2)])]","[-10.881372403188827,2.174954729536274,4.171812151284921,6.69286163006999,-61.06085394185898]","-10.881372403188827 + 2.174954729536274*np.log(x[:,3]**(2)) + 4.171812151284921*np.log(x[:,1]*x[:,3]**(-1)) + 6.69286163006999*sqrtAbs(x[:,1]*x[:,2]**(3)) + -61.06085394185898*np.tanh(x[:,3]**(2))"

"[Term Log (fromList [(2,1),(4,2)]),Term SqrtAbs (fromList [(0,1),(2,1)]),Term Log (fromList [(4,1)]),Term SqrtAbs (fromList [(3,3)])]","[1.2025237471322026,13.57551242051823,4.922192554387943,-27.094640093166035,-48.360699591235466]","1.2025237471322026 + 13.57551242051823*np.log(x[:,2]*x[:,4]**(2)) + 4.922192554387943*sqrtAbs(x[:,0]*x[:,2]) + -27.094640093166035*np.log(x[:,4]) + -48.360699591235466*sqrtAbs(x[:,3]**(3))"

"[Term SqrtAbs (fromList [(0,3),(1,3),(2,3),(4,3)]),Term Sin (fromList [(2,2)]),Term Log (fromList [(2,1),(3,-2)]),Term Cos (fromList [(2,-1)])]","[0.0,1.8641e-6,6.8827683298,6.6333658524,8.9909085938]","0.0 + 1.8641e-6*sqrtAbs(x[:,0]**(3)*x[:,1]**(3)*x[:,2]**(3)*x[:,4]**(3)) + 6.8827683298*np.sin(x[:,2]**(2)) + 6.6333658524*np.log(x[:,2]*x[:,3]**(-2)) + 8.9909085938*np.cos(x[:,2]**(-1))"

"[Term Id (fromList [(1,3),(2,1)]),Term Log (fromList [(2,3),(3,-3)]),Term Cos (fromList [(2,-1)]),Term Log (fromList [(3,-3),(4,1)])]","[0.0,1.990164e-4,3.6817457622000003,8.7078760744,0.7473120854]","0.0 + 1.990164e-4*(x[:,1]**(3)*x[:,2]) + 3.6817457622000003*np.log(x[:,2]**(3)*x[:,3]**(-3)) + 8.7078760744*np.cos(x[:,2]**(-1)) + 0.7473120854*np.log(x[:,3]**(-3)*x[:,4])"

"[Term SqrtAbs (fromList [(1,-1)]),Term Exp (fromList [(2,-1),(3,3)]),Term Log (fromList [(0,-2),(1,-1),(2,-3),(3,1)]),Term Tanh (fromList [(1,-1),(2,-3),(3,3)])]","[-56.48815160361048,-55.01845412918682,-13.450537188469413,-8.474418906988456,-184.92966489064383]","-56.48815160361048 + -55.01845412918682*sqrtAbs(x[:,1]**(-1)) + -13.450537188469413*np.exp(x[:,2]**(-1)*x[:,3]**(3)) + -8.474418906988456*np.log(x[:,0]**(-2)*x[:,1]**(-1)*x[:,2]**(-3)*x[:,3]) + -184.92966489064383*np.tanh(x[:,1]**(-1)*x[:,2]**(-3)*x[:,3]**(3))"

"[Term SqrtAbs (fromList [(3,-1),(4,2)]),Term Id (fromList [(3,-1)]),Term Log (fromList [(1,-3),(2,-2)]),Term Sin (fromList [(2,-1),(3,1)])]","[1.309495367373513,6.1491027910212805e-2,-2.3709057370052378,-4.666940919862033,-46.34125807023584]","1.309495367373513 + 6.1491027910212805e-2*sqrtAbs(x[:,3]**(-1)*x[:,4]**(2)) + -2.3709057370052378*(x[:,3]**(-1)) + -4.666940919862033*np.log(x[:,1]**(-3)*x[:,2]**(-2)) + -46.34125807023584*np.sin(x[:,2]**(-1)*x[:,3])"

"[Term Id (fromList [(1,1),(2,2)]),Term Log (fromList [(2,2),(3,-3)]),Term Id (fromList [(3,-1)])]","[0.2876855520794943,0.5194991434929579,8.158174383388925,-3.548147746920347]","0.2876855520794943 + 0.5194991434929579*(x[:,1]*x[:,2]**(2)) + 8.158174383388925*np.log(x[:,2]**(2)*x[:,3]**(-3)) + -3.548147746920347*(x[:,3]**(-1))"

"[Term Log (fromList [(0,1),(4,1)]),Term Sin (fromList [(2,1)]),Term Tanh (fromList [(2,1)]),Term Sin (fromList [(2,-2),(3,2)])]","[2.6742261314456313,0.8509263674493681,38.354808537794824,-11.99421577013313,-25.084779331893987]","2.6742261314456313 + 0.8509263674493681*np.log(x[:,0]*x[:,4]) + 38.354808537794824*np.sin(x[:,2]) + -11.99421577013313*np.tanh(x[:,2]) + -25.084779331893987*np.sin(x[:,2]**(-2)*x[:,3]**(2))"

"[Term Id (fromList [(2,-3),(3,3)]),Term Exp (fromList [(2,-1),(3,3)]),Term Log (fromList [(1,-1),(2,-3),(3,1)]),Term Log (fromList [(0,-2),(4,-1)])]","[-7.705132795661408,-6.667677825855739,-10.543731925606943,-8.239423207278598,-0.9454213612410379]","-7.705132795661408 + -6.667677825855739*(x[:,2]**(-3)*x[:,3]**(3)) + -10.543731925606943*np.exp(x[:,2]**(-1)*x[:,3]**(3)) + -8.239423207278598*np.log(x[:,1]**(-1)*x[:,2]**(-3)*x[:,3]) + -0.9454213612410379*np.log(x[:,0]**(-2)*x[:,4]**(-1))"

"[Term SqrtAbs (fromList [(2,1),(4,2)]),Term SqrtAbs (fromList [(1,1),(2,2)]),Term Tanh (fromList [(3,-1)]),Term Tanh (fromList [(3,2)])]","[7.07216764856496,7.727423964191614e-2,7.967752025039887,-13.532654199007679,-62.263151458163144]","7.07216764856496 + 7.727423964191614e-2*sqrtAbs(x[:,2]*x[:,4]**(2)) + 7.967752025039887*sqrtAbs(x[:,1]*x[:,2]**(2)) + -13.532654199007679*np.tanh(x[:,3]**(-1)) + -62.263151458163144*np.tanh(x[:,3]**(2))"

"[Term SqrtAbs (fromList [(4,-1)]),Term Log (fromList [(0,-2),(1,-3),(3,3)]),Term Exp (fromList [(2,-2),(3,3)]),Term Log (fromList [(0,-1),(2,-3)])]","[-57.34339473455347,-2.5033614734507297,-3.014469844315565,-14.127294776415996,-8.560358994657928]","-57.34339473455347 + -2.5033614734507297*sqrtAbs(x[:,4]**(-1)) + -3.014469844315565*np.log(x[:,0]**(-2)*x[:,1]**(-3)*x[:,3]**(3)) + -14.127294776415996*np.exp(x[:,2]**(-2)*x[:,3]**(3)) + -8.560358994657928*np.log(x[:,0]**(-1)*x[:,2]**(-3))"

"[Term SqrtAbs (fromList [(0,1),(1,1),(2,3)]),Term Log (fromList [(0,2),(1,1),(3,-3),(4,3)]),Term SqrtAbs (fromList [(3,-2)]),Term Tanh (fromList [(3,2)])]","[0.16138210559461896,0.8637841837979453,0.16299231172476358,-0.12023082743344826,-60.68837405068848]","0.16138210559461896 + 0.8637841837979453*sqrtAbs(x[:,0]*x[:,1]*x[:,2]**(3)) + 0.16299231172476358*np.log(x[:,0]**(2)*x[:,1]*x[:,3]**(-3)*x[:,4]**(3)) + -0.12023082743344826*sqrtAbs(x[:,3]**(-2)) + -60.68837405068848*np.tanh(x[:,3]**(2))"

"[Term Exp (fromList [(2,-1),(3,3)]),Term Log (fromList [(0,-2),(1,-2),(2,-3)]),Term Log (fromList [(4,-3)]),Term SqrtAbs (fromList [(2,-2),(3,3)])]","[-64.87034352834098,-9.50258954542398,-7.057415254447961,-0.18668568371662286,-25.43212648399993]","-64.87034352834098 + -9.50258954542398*np.exp(x[:,2]**(-1)*x[:,3]**(3)) + -7.057415254447961*np.log(x[:,0]**(-2)*x[:,1]**(-2)*x[:,2]**(-3)) + -0.18668568371662286*np.log(x[:,4]**(-3)) + -25.43212648399993*sqrtAbs(x[:,2]**(-2)*x[:,3]**(3))"

"[Term Log (fromList [(0,-3),(1,-1),(4,-1)]),Term Log (fromList [(1,-1),(2,-2)]),Term Exp (fromList [(2,-2),(3,3)]),Term SqrtAbs (fromList [(3,2)])]","[-9.855125679871874,-0.9920969127845882,-12.777362971504235,-14.883136590808753,-24.196180584206108]","-9.855125679871874 + -0.9920969127845882*np.log(x[:,0]**(-3)*x[:,1]**(-1)*x[:,4]**(-1)) + -12.777362971504235*np.log(x[:,1]**(-1)*x[:,2]**(-2)) + -14.883136590808753*np.exp(x[:,2]**(-2)*x[:,3]**(3)) + -24.196180584206108*sqrtAbs(x[:,3]**(2))"

"[Term Log (fromList [(4,1)]),Term Log (fromList [(1,3),(3,-3),(4,2)]),Term SqrtAbs (fromList [(1,-1),(2,-2),(3,1)])]","[50.019163165862736,1.7276077542844082,-0.4180936118469205,-188.72920880393988]","50.019163165862736 + 1.7276077542844082*np.log(x[:,4]) + -0.4180936118469205*np.log(x[:,1]**(3)*x[:,3]**(-3)*x[:,4]**(2)) + -188.72920880393988*sqrtAbs(x[:,1]**(-1)*x[:,2]**(-2)*x[:,3])"

"[Term SqrtAbs (fromList [(3,-1),(4,1)]),Term Log (fromList [(0,1),(2,2),(3,-2)]),Term Log (fromList [(3,-1)]),Term Exp (fromList [(2,-1),(3,2)])]","[13.520057124323454,0.1482761047058402,10.9282045004212,-20.944645291496073,-27.917472190305396]","13.520057124323454 + 0.1482761047058402*sqrtAbs(x[:,3]**(-1)*x[:,4]) + 10.9282045004212*np.log(x[:,0]*x[:,2]**(2)*x[:,3]**(-2)) + -20.944645291496073*np.log(x[:,3]**(-1)) + -27.917472190305396*np.exp(x[:,2]**(-1)*x[:,3]**(2))"

"[Term SqrtAbs (fromList [(2,-1),(4,-1)]),Term Tanh (fromList [(2,-3),(3,3)]),Term Log (fromList [(0,-1),(1,-2),(2,-3)]),Term Id (fromList [(3,1)])]","[-46.15135128698784,-3.039062489961977,-12.625030957870997,-7.540484063416338,-23.075363812075903]","-46.15135128698784 + -3.039062489961977*sqrtAbs(x[:,2]**(-1)*x[:,4]**(-1)) + -12.625030957870997*np.tanh(x[:,2]**(-3)*x[:,3]**(3)) + -7.540484063416338*np.log(x[:,0]**(-1)*x[:,1]**(-2)*x[:,2]**(-3)) + -23.075363812075903*(x[:,3])"

"[Term Log (fromList [(1,-2),(2,-2)]),Term SqrtAbs (fromList [(2,-3),(3,3)]),Term Exp (fromList [(4,-1)])]","[-14.96384366334738,-7.651055915960664,-23.07014498405482,-5.5290871989807595]","-14.96384366334738 + -7.651055915960664*np.log(x[:,1]**(-2)*x[:,2]**(-2)) + -23.07014498405482*sqrtAbs(x[:,2]**(-3)*x[:,3]**(3)) + -5.5290871989807595*np.exp(x[:,4]**(-1))"

"[Term Log (fromList [(3,-3),(4,1)]),Term SqrtAbs (fromList [(1,1),(2,2),(3,-1)]),Term Id (fromList [(3,-1)]),Term Tanh (fromList [(2,-3),(3,3)])]","[2.7817087525801583,0.7436039706896478,3.1752700695246254,-2.49506289669212,-18.298039189140166]","2.7817087525801583 + 0.7436039706896478*np.log(x[:,3]**(-3)*x[:,4]) + 3.1752700695246254*sqrtAbs(x[:,1]*x[:,2]**(2)*x[:,3]**(-1)) + -2.49506289669212*(x[:,3]**(-1)) + -18.298039189140166*np.tanh(x[:,2]**(-3)*x[:,3]**(3))"
