epsilon;p_d;r;x;y;z;Ef;Ef_noise_0.05;Ef_noise_0.1;Ef_noise_0.3;Ef_noise_1
1.545019771;2.801729279;2.05977041;2.244858615;1.078723802;1.056415864;0.030721788;0.037653824;-0.012241002;0.169349663;-0.147232078
1.853811654;1.157344056;1.270959061;1.269265215;1.768081009;1.193844221;0.116776766;0.033189063;0.116709083;0.066109297;-0.214361134
2.124168035;1.595056921;2.45680408;2.295364627;2.657800304;2.205007459;0.015508989;0.130528879;0.026876402;0.317673397;-0.16653748
1.266714607;2.02686806;2.032794307;2.213132976;2.79091688;2.819471544;0.110520053;0.060573461;0.144068197;0.176094461;0.455899252
1.985024411;2.230115337;1.432239337;2.437637971;1.90043205;1.328443791;0.182736092;0.167998613;0.03967952;0.571374321;0.50442318
1.741396979;2.184130482;1.780379045;1.255166035;2.141703238;1.607276292;0.066787162;0.12432359;0.068504283;0.020423842;0.060570007
2.90867388;2.103274886;1.231175135;2.887894606;2.62661739;1.457287831;0.347166301;0.249863659;0.313722997;0.1902061;0.001427337
2.593295082;2.101704617;1.104551615;1.669991621;2.649118365;2.884130321;1.062863238;1.098130291;1.126356948;0.886731991;1.673604511
1.242593937;2.399052189;2.300145632;2.573790713;2.335614709;2.068645652;0.051470179;0.049681454;0.204936884;0.126654233;-0.389061252
1.884777204;2.313903631;2.737281015;2.277726216;1.273253625;1.220221463;0.006072769;-0.054773416;-0.044102606;0.070624833;-0.05847185
2.991451661;2.794811649;1.955079631;1.80327931;1.666259256;1.793074468;0.034375826;0.026951936;0.080059624;0.079524686;-0.216711059
2.483744227;1.604060428;1.943088116;1.2586837;1.408592797;2.60514672;0.027392573;-0.00683031;-0.128234202;0.145212514;-0.609170531
2.563235836;1.745751472;2.056743248;1.811558992;1.420710917;1.112928464;0.011319228;0.100696936;0.224603447;-0.085065028;0.041225438
2.454197638;2.190763981;2.257345345;2.257101148;2.68754391;2.151549676;0.0274548;0.029599714;0.004811155;0.028038567;0.301716293
1.961900322;2.240568477;2.708484244;1.562761276;2.398005818;2.852967708;0.015274616;0.03793402;-0.089867598;0.199322576;-0.082041346
2.224306309;1.730761961;1.204980882;2.106943032;2.756137239;2.091107979;0.53047132;0.461532969;0.577426561;0.771197613;0.170100492
2.158318011;2.28327775;2.054833696;2.776788709;1.212780282;1.304323725;0.027246515;0.0744005;0.102629037;0.219868923;0.326138712
1.43690497;1.838053013;2.2683309;1.053892897;2.565805785;2.210808877;0.031184445;0.059041437;0.204973157;0.143445428;-0.255498003
2.375536045;2.272090213;1.036798628;1.082915842;2.909911957;1.055336237;0.62450981;0.603727666;0.708742279;0.505650394;0.819534218
2.21894033;2.403017201;2.945055895;1.041812322;1.724663366;2.555301473;0.006008297;0.102775165;-0.066351671;0.087176189;0.097174434
1.178293529;1.038685717;1.695343707;2.068513689;2.281937895;1.513830845;0.07006029;0.106776503;0.184547984;-0.087880431;-0.08711236
1.542267848;1.542191625;1.487649098;2.263508789;1.111550237;1.040589236;0.085972924;0.003431713;0.066896681;-0.064033692;1.058708825
1.951213438;1.948006781;2.164016772;1.594993671;1.543425856;2.317207435;0.025829351;0.005445152;-0.080706588;0.045533409;-0.116832752
2.660594691;1.955315072;2.632513222;2.199161699;1.181474763;2.61800059;0.009069573;0.054307111;0.043716276;0.023127769;0.513993568
1.627334062;2.774144479;2.011971698;1.448496212;1.058090854;2.305531699;0.051050279;0.094350164;0.022614432;0.12974253;-0.082568196
1.729831177;2.142839608;2.795403897;1.606232642;1.399569079;1.394689792;0.005147799;0.014784162;0.012552648;0.043540323;0.604915536
1.361215685;1.327208533;2.041582359;1.56050819;1.01008384;1.565530251;0.019098673;0.073717421;-0.086368261;-0.068940166;0.233089114
2.070163959;1.859355509;2.783632067;1.372184705;2.517286575;1.642771847;0.006042451;0.040037094;-0.11805392;-0.001441039;0.33529878
2.463650127;1.436727637;1.306962495;1.657451585;2.44561525;1.315752559;0.141914654;0.028044094;0.027190755;0.114831189;0.712824746
2.491558287;2.765234495;2.470863311;2.632937913;2.270190144;1.40219714;0.014024304;0.010136891;0.041927492;0.095707946;-0.279172928
1.895441626;2.562133922;2.356159257;1.779882434;2.882045683;1.758513472;0.026471949;0.092337268;0.14748748;0.180986197;-0.291721387
1.27516554;1.628895902;1.447182194;1.63861425;2.00938406;1.015391723;0.12648149;0.111833529;0.148469284;0.131793621;0.090763937
1.742353588;1.641506544;1.581198432;1.492535899;1.934139301;1.978929335;0.110014732;0.070312211;0.049040405;0.340512293;0.380427868
2.453302179;1.329777482;2.744440552;2.610316892;1.950804424;2.182049989;0.005909962;-0.053980883;0.009503162;0.220744723;0.410653443
1.30183104;1.606848562;2.560695407;1.411853778;2.495390028;1.510139068;0.011587852;-0.07774292;-0.074238956;0.126123674;-0.057935329
2.511838321;2.751652726;1.156604457;2.166383642;2.294700973;2.020943516;0.805838932;0.84051455;0.740848748;0.79262916;0.474879135
2.417845548;1.668235478;1.966259962;2.886459453;1.732999387;2.152389378;0.040613074;0.099625034;-0.060683394;0.188419659;-0.036418486
1.26245426;2.610035878;2.835261689;2.575957809;2.462274262;1.871092777;0.017961619;0.017604465;0.083107165;-0.169957165;0.383308279
1.158137774;2.829381969;1.087032471;1.511477729;1.525322529;1.624702453;1.340632487;1.289747637;1.290174572;1.211935206;0.859301714
2.57985897;2.461394763;1.527700174;2.411865235;1.257358678;2.497051387;0.185905404;0.179692286;0.223508087;0.264040135;0.642888151
2.254821018;2.339782075;1.589278659;2.949348341;2.832437436;1.308119712;0.130694624;0.081747436;0.14767012;-0.017850611;-0.211876256
1.509151817;2.564136916;2.874741424;2.936059814;1.11863146;2.430723789;0.015778262;0.160132919;-0.058858352;-0.158504481;0.166334919
2.462480001;1.83785662;2.967104435;1.929443771;2.270314942;1.576848727;0.003640083;-0.070857912;0.040935736;0.247388872;0.221904742
2.433905781;2.305744715;2.790542359;1.01723452;1.092099546;1.101688778;0.002197548;0.074193435;0.01301795;-0.071746465;-0.556625409
2.942063112;2.779752043;2.543968549;2.707529831;2.091765786;2.323587202;0.016829598;0.03242234;-0.003110961;0.096650603;0.303675179
2.802500939;2.050962819;2.173457678;2.338131653;2.987383278;1.135560961;0.015517731;0.039575688;0.027952453;-0.182813876;-0.231236088
2.578090608;1.204675964;1.482832031;1.227132841;2.139782383;2.821115592;0.108282391;0.094000407;0.088817801;0.014485298;0.454052786
1.370078209;2.316590724;1.714491511;2.456444733;2.665983829;2.54028523;0.250925673;0.082374312;0.007167454;0.28064431;0.211124723
1.966274025;1.47307342;2.187512765;2.766344755;2.321467819;1.427790246;0.018410823;-0.033069735;0.115646937;-0.265980368;-0.561586104
1.749897806;2.165820461;2.131615169;1.929049123;1.525137589;2.930812075;0.048388815;-0.057712939;0.116863811;0.228775897;0.362610203
1.755903257;1.195939505;2.552942143;2.991815828;2.886651763;2.597765372;0.016193238;0.0260343;0.048639427;-0.121680914;0.241116509
2.457439845;2.010300425;1.491329055;1.26943509;2.654650885;1.575494516;0.12273367;0.182933572;0.065368319;-0.074101207;0.586430491
2.436490551;2.631534939;2.290047986;1.973391871;1.661789134;1.890292735;0.019964695;0.083629591;0.086423632;-0.077704235;-0.341595242
1.106856002;2.073258945;2.902773234;1.64825606;2.334706654;2.256250774;0.013990813;0.070244495;0.008313584;-0.330230593;0.212485784
1.801014561;1.410790338;1.02976937;1.398200007;2.420103658;1.875130255;0.846380404;0.856821826;0.765569851;1.027759767;0.725164677
2.435760889;1.452939984;1.281080267;2.926104406;1.455453552;1.935713017;0.261082695;0.376909855;0.332402666;-0.039359801;0.49859216
2.931449855;1.690133768;2.032579434;1.581800043;2.516004946;2.35984427;0.02782495;0.187091513;-0.025304689;0.009407901;-0.191777412
2.135563109;2.670876292;1.06007795;2.565893776;2.6687948;1.817372384;1.500608551;1.552846465;1.585278759;1.545138193;1.485903468
2.583465618;1.561580622;1.998880732;1.467605332;1.620228522;1.460342435;0.014436509;-0.009411037;0.035908084;-0.083057343;0.263638597
1.546813898;2.38725264;2.119635359;2.197396333;1.180581033;1.804447917;0.038760246;0.050745683;-0.073133597;0.081171307;0.140086327
1.992284345;1.712897112;1.680780002;1.131557077;2.423138131;2.399609707;0.098195582;0.140010266;0.137358392;-0.265773016;0.197123183
1.492892048;1.910195074;2.664147343;2.262703533;2.46253158;1.300054106;0.009895263;0.02247893;0.061594146;-0.03226658;-0.025803743
2.101820513;1.483034228;1.882200667;1.574112173;2.821603138;1.944202174;0.044793385;0.013641231;0.169611634;0.289805776;-0.148090354
1.309695833;1.058953802;1.984501191;2.896497644;1.163763198;2.747729902;0.053790401;0.114473471;0.054049215;-0.057987676;0.03875239
1.512770226;1.727610787;1.429998221;1.65885622;2.82217861;1.744962786;0.260447035;0.237364336;0.318525407;0.497069289;0.656816558
2.550892359;1.280785987;2.913769803;2.933136835;2.905860424;1.439206776;0.003391336;0.038794568;0.024742264;0.2937845;-0.021190963
1.069566966;2.486323998;2.71626029;1.708475499;1.564183275;2.223846828;0.019333769;0.051423254;-0.108746538;-0.101080403;0.213299824
1.122170978;2.809062905;2.038140717;2.342922823;2.858833797;2.871386529;0.180341327;0.113253902;0.176241745;0.147102134;0.205174726
1.733897327;2.313955049;2.773244331;1.65998933;2.858518841;1.811459725;0.011629883;-0.013831119;0.001645651;-0.061207321;-0.269728949
2.051026905;1.102737328;2.289459751;1.338262049;2.05972392;2.750201723;0.013784561;-0.090419222;0.121923653;-0.181284957;-0.347836216
2.396848916;1.60700884;1.104426649;1.088703552;1.922910413;1.532209183;0.329806949;0.313294236;0.446937678;0.28862026;0.74349719
2.305630097;2.627814558;2.057938332;2.055529941;2.823732538;2.812184243;0.072402686;0.025556447;0.021458877;-0.025084608;-0.164230292
1.945020763;1.045180914;2.319336382;1.061507401;1.218312935;1.874408242;0.005789413;0.005789413;0.005789413;0.005789413;0.005789413
2.491126863;1.462211186;1.789160345;1.605609391;2.412084483;2.467759828;0.05465399;0.05465399;0.05465399;0.05465399;0.05465399
1.651990487;2.79676628;2.050190719;2.149255893;2.605803552;1.03168325;0.038883795;0.038883795;0.038883795;0.038883795;0.038883795
1.02447743;2.658204619;1.67171745;2.56682843;2.282038051;1.613547522;0.262928581;0.262928581;0.262928581;0.262928581;0.262928581
2.567228419;2.141893065;2.98193104;1.409345834;1.391233347;1.544459442;0.002583897;0.002583897;0.002583897;0.002583897;0.002583897
2.249181702;2.785810634;2.011417938;1.729217311;1.996841541;1.017769405;0.02414506;0.02414506;0.02414506;0.02414506;0.02414506
1.867361114;2.766124933;1.771845374;1.191429979;2.791382946;1.935028358;0.118925269;0.118925269;0.118925269;0.118925269;0.118925269
1.973895137;1.428713467;2.757835195;2.484399712;2.122387368;1.975640364;0.006992279;0.006992279;0.006992279;0.006992279;0.006992279
1.778677463;2.81633631;1.777134378;2.265370567;1.268965608;2.494774069;0.138142934;0.138142934;0.138142934;0.138142934;0.138142934
2.668120598;2.306068252;1.649276927;1.591636194;2.197540792;2.117383012;0.097145345;0.097145345;0.097145345;0.097145345;0.097145345
2.181666096;2.549366757;1.869581952;1.664939264;1.224932754;2.00549773;0.050628521;0.050628521;0.050628521;0.050628521;0.050628521
2.367809654;2.876407918;2.088660021;2.858349512;2.504928571;2.89365046;0.080237721;0.080237721;0.080237721;0.080237721;0.080237721
2.133728191;2.921760427;1.262424532;2.886479788;2.072193842;2.83700823;1.027729941;1.027729941;1.027729941;1.027729941;1.027729941
1.778532043;1.468122404;2.359823657;1.872926146;1.691649862;1.686332513;0.011460701;0.011460701;0.011460701;0.011460701;0.011460701
2.897295507;1.880961077;2.397852754;2.748256452;1.130883103;1.925735064;0.011189412;0.011189412;0.011189412;0.011189412;0.011189412
2.991055189;2.886704046;2.87714753;2.509124122;2.713505441;2.233796265;0.009647808;0.009647808;0.009647808;0.009647808;0.009647808
2.247530819;2.792009288;1.814871211;2.884569492;2.493261436;1.863860491;0.10703991;0.10703991;0.10703991;0.10703991;0.10703991
2.592686998;2.043508191;2.398568132;1.986926361;2.688446982;2.907291682;0.023035724;0.023035724;0.023035724;0.023035724;0.023035724
2.85559075;2.871631956;1.808914894;2.183960586;2.616737778;1.884684881;0.079623136;0.079623136;0.079623136;0.079623136;0.079623136
2.534029798;2.771677157;2.296635607;1.014813767;2.413714456;2.034552752;0.021771177;0.021771177;0.021771177;0.021771177;0.021771177
1.278656745;1.025276314;2.25125369;1.472317253;1.148178518;1.983387018;0.012258838;0.012258838;0.012258838;0.012258838;0.012258838
1.007926293;1.092173184;1.386809072;2.735078921;1.398140894;2.18782496;0.338910282;0.338910282;0.338910282;0.338910282;0.338910282
2.902633358;1.821568607;1.016249096;1.322429166;1.924569151;1.027141138;0.331515014;0.331515014;0.331515014;0.331515014;0.331515014
2.870958765;2.450878618;1.802430438;1.030199804;1.800774721;2.798680617;0.062202559;0.062202559;0.062202559;0.062202559;0.062202559
2.160971025;1.69054331;2.115788303;2.18800221;2.564289808;1.799984983;0.026726485;0.026726485;0.026726485;0.026726485;0.026726485
2.064981214;1.385838437;2.319200194;2.991416867;1.566011725;2.340265781;0.018869167;0.018869167;0.018869167;0.018869167;0.018869167
1.379256698;1.134202893;1.077760339;2.980451705;2.975529012;1.772459836;1.007768751;1.007768751;1.007768751;1.007768751;1.007768751
1.026313859;1.215289009;2.748290457;1.148407932;1.784670204;1.730936977;0.006623274;0.006623274;0.006623274;0.006623274;0.006623274
1.516216045;1.73735331;2.501932301;1.072830169;1.948984971;1.163112939;0.007220438;0.007220438;0.007220438;0.007220438;0.007220438
1.501443565;1.922419945;2.413882956;2.519666307;2.322523528;2.633120001;0.033653227;0.033653227;0.033653227;0.033653227;0.033653227
1.336464294;1.087730035;1.23289805;2.534848551;2.285409183;1.601517501;0.372826684;0.372826684;0.372826684;0.372826684;0.372826684
2.708844859;1.784295666;2.978089217;1.362303423;1.504231633;1.843043534;0.002510817;0.002510817;0.002510817;0.002510817;0.002510817
1.019548891;1.429185047;2.560471151;2.409507817;2.96869949;1.937981925;0.022531987;0.022531987;0.022531987;0.022531987;0.022531987
1.445116688;2.616096488;2.279680825;1.667240379;1.138899762;2.946052581;0.041753348;0.041753348;0.041753348;0.041753348;0.041753348
2.197793092;1.131797632;2.521044588;1.485360474;2.936765924;1.511054422;0.006003478;0.006003478;0.006003478;0.006003478;0.006003478
2.191614199;1.833018865;2.37374063;2.867353047;2.767229539;1.846743539;0.01949709;0.01949709;0.01949709;0.01949709;0.01949709
2.239248272;1.252366962;2.034379141;1.105766234;2.835987542;1.830044048;0.021344122;0.021344122;0.021344122;0.021344122;0.021344122
1.829871605;1.119200617;1.52963443;1.202946754;2.510301031;1.633676396;0.079294068;0.079294068;0.079294068;0.079294068;0.079294068
1.947230652;2.832489449;1.105559214;1.294436391;1.077604108;1.51365524;0.536035174;0.536035174;0.536035174;0.536035174;0.536035174
2.684241321;2.020590744;1.184184002;2.75844475;1.61725125;1.477438564;0.364588629;0.364588629;0.364588629;0.364588629;0.364588629
2.406942048;2.616186362;2.305081742;2.258992984;2.327990947;2.255322284;0.029171096;0.029171096;0.029171096;0.029171096;0.029171096
1.182154393;2.610591793;2.473654705;1.822821413;2.787032005;1.152048013;0.021838436;0.021838436;0.021838436;0.021838436;0.021838436
2.189121199;1.719955382;2.30122506;2.601458513;2.206011944;2.326676116;0.023065621;0.023065621;0.023065621;0.023065621;0.023065621
2.797846815;2.591298649;1.337272786;2.063021735;2.544589145;1.888282684;0.319809862;0.319809862;0.319809862;0.319809862;0.319809862
2.807694141;2.97488663;2.841746656;1.225314793;2.381848736;2.273276994;0.00831106;0.00831106;0.00831106;0.00831106;0.00831106
1.922297729;1.100817102;1.641443014;2.787585355;2.49919999;1.026019317;0.044071135;0.044071135;0.044071135;0.044071135;0.044071135
1.55434639;1.838774856;2.000520273;2.598842021;2.633737871;1.363491515;0.044467255;0.044467255;0.044467255;0.044467255;0.044467255
1.735916731;2.727575722;2.916212935;2.597230891;2.468780001;2.547981717;0.016238658;0.016238658;0.016238658;0.016238658;0.016238658
2.355941299;1.827700942;2.845352258;1.819671626;1.117488621;2.384927823;0.005057418;0.005057418;0.005057418;0.005057418;0.005057418
2.416342578;1.701074852;1.818538425;2.878756972;2.2360078;1.175554889;0.036209275;0.036209275;0.036209275;0.036209275;0.036209275
1.670239703;2.669160737;1.755806846;1.085462351;2.481349407;1.124794539;0.069647648;0.069647648;0.069647648;0.069647648;0.069647648
2.242832328;1.014121443;2.301024812;1.676782137;1.054526663;2.837150169;0.009404249;0.009404249;0.009404249;0.009404249;0.009404249
1.575563623;2.938001429;2.86715489;1.824542568;1.557538253;1.878840548;0.010355707;0.010355707;0.010355707;0.010355707;0.010355707
2.32577917;1.558697632;2.316980881;1.508027993;1.916916255;2.269489567;0.013262713;0.013262713;0.013262713;0.013262713;0.013262713
2.368616782;2.333537988;1.457179373;2.562976897;1.361387478;1.807664939;0.187800948;0.187800948;0.187800948;0.187800948;0.187800948
2.195444818;2.7407873;2.275492685;2.192377702;2.982363005;2.386359633;0.043151823;0.043151823;0.043151823;0.043151823;0.043151823
2.375415766;2.295265429;2.459709082;2.295264695;1.632865894;1.369678317;0.009884713;0.009884713;0.009884713;0.009884713;0.009884713
2.003908792;2.946774737;2.037890943;2.724857646;2.56925047;1.940762261;0.072596109;0.072596109;0.072596109;0.072596109;0.072596109
1.701969538;2.69743637;2.19205939;1.823930993;2.821844713;1.155397331;0.029021414;0.029021414;0.029021414;0.029021414;0.029021414
2.771802713;2.181017528;1.263144448;1.118361092;2.781748473;1.026263059;0.179743856;0.179743856;0.179743856;0.179743856;0.179743856
1.491409959;1.813003868;1.30090635;2.904766551;2.442937924;2.252846108;0.666009362;0.666009362;0.666009362;0.666009362;0.666009362
2.486698809;2.866456402;1.866932212;1.863760248;2.201849202;2.118848715;0.074164808;0.074164808;0.074164808;0.074164808;0.074164808
1.422014402;1.215650726;1.729678554;2.403936806;2.759448637;2.473497332;0.119329327;0.119329327;0.119329327;0.119329327;0.119329327
2.055054774;2.631432084;1.07129826;2.117453711;2.061786423;1.715483437;1.098336807;1.098336807;1.098336807;1.098336807;1.098336807
2.107802292;1.470469759;1.120400682;1.057142632;2.366925316;1.137356501;0.278130336;0.278130336;0.278130336;0.278130336;0.278130336
1.644136787;2.141791122;2.721646068;1.159114761;2.05101731;1.358550663;0.006665354;0.006665354;0.006665354;0.006665354;0.006665354
1.507267905;1.710907486;2.387192;1.050045758;2.586689332;1.604599157;0.01565832;0.01565832;0.01565832;0.01565832;0.01565832
2.306707887;1.221035991;2.459401553;2.597061879;1.068468758;2.388548219;0.009420463;0.009420463;0.009420463;0.009420463;0.009420463
1.576949455;2.7685331;2.997583237;1.56350779;1.229627418;1.060272581;0.003652266;0.003652266;0.003652266;0.003652266;0.003652266
2.031021588;1.511103578;2.663408935;2.394426891;2.302521698;1.107370895;0.004875048;0.004875048;0.004875048;0.004875048;0.004875048
2.391470777;2.774163876;1.200432567;2.08643168;2.318151448;1.722842885;0.596932507;0.596932507;0.596932507;0.596932507;0.596932507
1.033648405;2.315077042;2.616262373;1.280412063;2.47467998;1.396677354;0.016975489;0.016975489;0.016975489;0.016975489;0.016975489
2.05283772;2.377088329;2.432539595;1.778629995;2.022798408;2.108109589;0.018429838;0.018429838;0.018429838;0.018429838;0.018429838
2.510852669;2.371489631;1.434438812;1.415191311;2.843845344;1.892245475;0.223166553;0.223166553;0.223166553;0.223166553;0.223166553
2.364273627;2.895877578;1.12628341;1.497726571;2.106623008;1.235953398;0.515441905;0.515441905;0.515441905;0.515441905;0.515441905
2.735494958;2.949156813;2.651976716;1.437553348;1.275754335;1.23740116;0.004666488;0.004666488;0.004666488;0.004666488;0.004666488
1.526772495;1.834835572;2.123862721;1.083723189;2.945717543;1.310899174;0.027316626;0.027316626;0.027316626;0.027316626;0.027316626
2.235505643;2.268325118;1.790410791;1.190688215;1.101709383;2.983648228;0.063727511;0.063727511;0.063727511;0.063727511;0.063727511
1.406566402;1.379171519;1.290721751;2.08808993;2.36397864;1.989166193;0.409974152;0.409974152;0.409974152;0.409974152;0.409974152
2.619209515;1.297867035;1.826221496;2.488737654;2.648224733;1.950767635;0.041286707;0.041286707;0.041286707;0.041286707;0.041286707
2.798644668;2.151747744;1.403302436;1.117204317;1.51008707;1.018333124;0.064518467;0.064518467;0.064518467;0.064518467;0.064518467
1.631303356;2.894661145;1.435709517;1.66378328;1.835113234;2.488011516;0.427986455;0.427986455;0.427986455;0.427986455;0.427986455
1.424415995;2.062012623;2.254477057;2.837403941;1.896346715;1.308873003;0.026505815;0.026505815;0.026505815;0.026505815;0.026505815
2.841900963;2.29678064;2.532904649;1.272078378;1.815486452;2.5689611;0.010539271;0.010539271;0.010539271;0.010539271;0.010539271
2.517431352;1.669024744;1.095271772;1.325685445;1.980395329;1.122299225;0.268576021;0.268576021;0.268576021;0.268576021;0.268576021
2.802310169;2.046731005;1.135111772;2.589147573;1.376710258;1.067321506;0.289589269;0.289589269;0.289589269;0.289589269;0.289589269
1.580757951;2.017094081;1.283657235;2.252725511;2.201291459;1.799256252;0.495319756;0.495319756;0.495319756;0.495319756;0.495319756
2.454486489;2.506286241;1.639059335;1.199388535;2.993340082;1.402034128;0.093165352;0.093165352;0.093165352;0.093165352;0.093165352
2.262030422;2.015521832;2.652949367;2.381848426;1.859656111;1.00695527;0.004925354;0.004925354;0.004925354;0.004925354;0.004925354
2.683768609;2.735132846;2.188931862;1.394897429;2.238896872;2.808249058;0.035865244;0.035865244;0.035865244;0.035865244;0.035865244
1.368099089;2.728259261;2.587693838;1.693404969;1.19166255;2.883537539;0.024499195;0.024499195;0.024499195;0.024499195;0.024499195
2.883071485;1.896092125;2.994734846;1.85900815;2.573021912;1.845032572;0.003817502;0.003817502;0.003817502;0.003817502;0.003817502
1.013718249;1.186485967;2.393056701;2.741398056;2.865459329;1.903260451;0.026872051;0.026872051;0.026872051;0.026872051;0.026872051
2.964141461;1.120743862;1.733048411;2.406168442;2.633215356;1.383193436;0.028487285;0.028487285;0.028487285;0.028487285;0.028487285
1.455182936;1.866496607;1.707138195;2.754781854;2.085418602;1.986456036;0.144950127;0.144950127;0.144950127;0.144950127;0.144950127
2.063408938;2.0438685;1.487826929;1.142831976;2.046652678;1.518731611;0.115471816;0.115471816;0.115471816;0.115471816;0.115471816
2.046679151;1.785620342;2.886875956;2.978906868;1.633412307;2.509485893;0.008855926;0.008855926;0.008855926;0.008855926;0.008855926
1.451533287;2.617918321;1.067086913;2.284860418;2.822177988;2.153940022;2.433995268;2.433995268;2.433995268;2.433995268;2.433995268
1.19385589;2.837654654;1.612173876;2.260963384;1.162828146;2.594981165;0.343754744;0.343754744;0.343754744;0.343754744;0.343754744
1.991638978;2.03974272;2.941261003;2.890260834;1.66281896;2.251972979;0.008340577;0.008340577;0.008340577;0.008340577;0.008340577
