V_?;?;r;R;?;Psi;Psi_noise_0.05;Psi_noise_0.1;Psi_noise_0.3;Psi_noise_1
63.36633277;31.13919327;0.764477897;0.445456058;8.921293852;17.31183972;16.51172608;17.23285297;13.56397583;23.67739981
60.6674286;36.25845099;0.796733221;0.416564645;9.875762531;21.79175608;23.86610344;23.11648703;19.00515172;20.9745306
64.72291848;31.24958685;0.725406647;0.465417299;8.343301381;14.91950426;14.8236044;15.43579174;9.388749257;12.89152091
60.27125119;31.95590378;0.547756;0.48182611;5.322723201;4.0617694;5.7926763;3.761224116;6.838334965;2.28955536
62.35097767;33.82346722;0.586200262;0.355789641;9.723449047;13.62313532;13.9721426;15.89780315;14.3678841;14.29785873
61.14794964;34.79956865;0.507119298;0.301703558;5.396729916;11.87935712;13.33597929;17.52787182;13.97164842;14.16445241
61.45537898;35.60551518;0.501061516;0.311207785;9.164115669;11.70651571;11.97954027;11.30425647;15.46115267;8.564166556
61.83169002;31.73856739;0.551142959;0.275391837;9.579126654;14.50852485;15.70277796;16.40486214;12.55374332;10.00118544
64.08165771;32.76473591;0.528079344;0.277957946;8.172236152;14.07481731;16.25087542;12.46495058;10.95450024;11.77867461
64.23911313;38.08810922;0.660130652;0.311965404;6.06528263;21.04055574;21.37944645;19.9166406;24.53759937;34.5141944
62.74047911;32.59470039;0.714889212;0.252353829;7.438961013;22.38383783;22.83467049;20.78950184;22.34318567;24.27344986
62.87304359;33.82060124;0.722944291;0.426012796;5.212484446;16.95297845;15.92314662;17.62850669;16.61796667;12.00902104
63.03210065;30.65192455;0.529705383;0.410107082;9.714394495;7.214506001;5.795683116;7.452076297;6.879004405;3.593117366
60.41992839;36.83055883;0.717697964;0.412686664;7.840646359;18.08991701;17.09982793;15.98225605;19.74730911;22.27299457
60.50387305;35.37353909;0.786857123;0.49931412;5.365401602;16.85088286;16.63253542;17.02320076;12.84646667;23.20159216
61.38657744;36.16259212;0.722492501;0.451234624;5.328209254;16.36162361;18.32292129;18.94710935;14.24383577;6.239266833
60.9257242;30.5663055;0.62860804;0.25794974;9.478721763;17.54031208;17.6536895;15.48308004;17.25885367;17.0228102
61.14001757;32.77031608;0.783745942;0.336717392;9.755042694;22.46112746;25.31377053;22.81531276;22.16104507;22.96810654
61.26970215;33.09675314;0.576696658;0.455729219;6.452271458;7.487141488;8.715866298;7.198065214;2.87176422;6.973482364
64.8123981;37.94160715;0.534136612;0.224324715;6.051423956;18.36677652;18.82975867;20.80796324;19.76603373;13.10345118
64.76968591;32.47835318;0.658000018;0.424540446;8.359388044;13.94158332;15.50922282;13.23403004;15.08174406;9.705853873
61.19408944;31.4785939;0.647586696;0.38033252;9.79377925;14.38505692;15.31170374;12.66242212;16.91850882;12.48897078
62.14068175;33.66846684;0.698587737;0.355805216;6.993016339;18.57422752;18.56312607;17.2481349;17.8116356;3.792574543
63.50849003;39.02143282;0.72301315;0.385937878;9.893274106;21.6611336;19.79513242;22.41241556;21.03428742;19.03429712
64.65057229;32.82162048;0.694009718;0.497127724;6.708552181;12.19738755;12.58236095;12.48926901;9.910540775;23.5012105
63.95072366;37.41997078;0.611276384;0.337168919;5.827170678;17.07887585;18.91326281;17.30154087;14.66409919;24.42549871
62.29765175;36.77167969;0.582779284;0.294360285;5.518428771;16.78875876;15.32558295;17.7053236;13.25144835;14.20170729
64.16946174;38.64221522;0.677563262;0.38176209;8.286960655;19.28810415;19.20681333;20.43260372;13.42522995;23.08168746
64.46369744;32.95857901;0.577714159;0.202759045;5.880979662;18.74500197;19.15590728;16.49660175;22.90228114;12.09983776
60.49498171;34.15145031;0.717732272;0.236644196;8.916503371;23.29956077;24.75238704;24.17973457;23.59606077;23.53821662
62.23878257;30.64155401;0.767746306;0.318609574;7.724359855;21.24070181;20.33058989;23.14972486;20.75214753;25.41990328
62.0314826;31.31241596;0.604334222;0.249388278;7.285675693;17.19113262;15.73483272;14.56995874;18.28752702;11.20993064
64.23097644;35.00891037;0.68374533;0.49699665;7.529308783;12.26593494;11.83487222;12.24036615;17.32322064;2.588921253
62.49576536;38.65960409;0.583667161;0.437022135;7.399378394;10.35255332;11.17255113;11.74445656;6.070219012;12.43854129
60.23974164;36.81035413;0.635639165;0.23152075;5.392972618;20.76577025;20.65536829;20.7726023;18.27524603;29.22374689
62.42847508;32.7850978;0.626463255;0.228743614;6.702635371;19.4285222;17.98461581;14.75880132;18.48974501;16.14556125
63.24497343;30.78309302;0.699070336;0.380658084;9.200743085;16.80854863;17.4568569;11.35820304;17.35812377;17.70756923
63.01085993;37.09535806;0.729839364;0.277963304;6.962149041;24.78357901;24.47869543;22.94986113;26.81260645;14.25379669
63.22056079;38.48163749;0.576784961;0.339261197;7.629459742;15.48473367;15.22948045;14.8592401;11.496635;12.2083994
62.11759609;39.88720086;0.641616838;0.302445847;8.593698941;20.90813011;22.22923565;22.1581416;21.54419644;14.36780757
64.66655144;35.38161121;0.553846161;0.358718223;9.989239556;12.72888893;16.33609462;14.26826824;14.17517602;6.662771459
61.48231411;31.16938171;0.763051195;0.499048742;5.819065181;14.28853236;12.84064209;14.90909588;9.93466232;15.25770772
63.97997599;38.04909419;0.667438018;0.267623394;8.302724326;23.29526492;21.7557513;22.98130339;27.93612343;19.60417484
64.87463463;38.32440841;0.560758453;0.260705791;9.454196797;18.83544652;21.16543969;14.45386772;20.86843822;21.9197316
62.43396632;34.8087252;0.659878059;0.256892792;7.748696914;21.11700404;19.4615837;20.31543229;20.75074109;24.65580219
60.3308827;31.08685595;0.700971791;0.291756063;9.222821396;19.33987564;18.70151878;23.09904894;23.1433492;22.4966517
64.55969159;36.29876075;0.554196225;0.447372978;8.651246967;7.673245067;8.072684915;8.197290342;4.620313302;4.339085993
63.5695674;36.351429;0.755490075;0.363539546;5.899140861;22.56211258;23.48618975;22.07877387;24.33767727;13.38912729
61.11420803;30.41433841;0.572247616;0.453189385;7.482990252;6.87852393;6.87852393;6.87852393;6.87852393;6.87852393
63.4176209;35.28462358;0.613880426;0.487369344;5.264602189;8.507111857;8.507111857;8.507111857;8.507111857;8.507111857
64.40563765;38.52969717;0.712121704;0.384983407;6.16621496;20.82362395;20.82362395;20.82362395;20.82362395;20.82362395
61.55709515;37.39978772;0.58758821;0.341358345;6.798979908;15.14199645;15.14199645;15.14199645;15.14199645;15.14199645
60.46410276;34.23364637;0.578292604;0.444352229;5.843190737;8.301803713;8.301803713;8.301803713;8.301803713;8.301803713
61.92958396;36.31303121;0.593275704;0.467024762;6.392143548;8.518483155;8.518483155;8.518483155;8.518483155;8.518483155
60.30524773;36.02352893;0.780912787;0.405833862;9.119226892;21.16604657;21.16604657;21.16604657;21.16604657;21.16604657
62.69268133;33.68743114;0.587687062;0.45181103;6.617095396;8.634196233;8.634196233;8.634196233;8.634196233;8.634196233
62.62958187;32.44557429;0.633712119;0.23145372;5.769090027;19.37751854;19.37751854;19.37751854;19.37751854;19.37751854
63.74715702;34.68413371;0.797758487;0.231142798;6.729488479;27.83638285;27.83638285;27.83638285;27.83638285;27.83638285
63.59322355;34.52070076;0.691383925;0.384056777;8.568989618;18.0297963;18.0297963;18.0297963;18.0297963;18.0297963
64.10853493;30.08669077;0.637596099;0.289747379;8.608437015;17.34007996;17.34007996;17.34007996;17.34007996;17.34007996
61.40203832;39.01396736;0.735629596;0.480945521;8.035639575;16.82396839;16.82396839;16.82396839;16.82396839;16.82396839
60.89080855;38.69416753;0.656906882;0.326933595;8.239457912;19.7274672;19.7274672;19.7274672;19.7274672;19.7274672
61.6178943;34.82041267;0.693589377;0.367846711;8.918897122;18.43961419;18.43961419;18.43961419;18.43961419;18.43961419
61.78898289;37.20883614;0.653383004;0.330842385;7.281656226;18.9428979;18.9428979;18.9428979;18.9428979;18.9428979
61.75890497;33.1980042;0.756898975;0.326551953;7.70763175;21.86177686;21.86177686;21.86177686;21.86177686;21.86177686
62.95564068;31.24136292;0.641618392;0.368463869;9.041856765;14.83900007;14.83900007;14.83900007;14.83900007;14.83900007
62.30249038;33.61584919;0.589258997;0.450501624;5.792818651;8.692592692;8.692592692;8.692592692;8.692592692;8.692592692
64.58190211;37.27994969;0.751263106;0.365931582;8.991653864;23.44480108;23.44480108;23.44480108;23.44480108;23.44480108
63.79368761;30.96253188;0.741657191;0.213415366;6.518191081;23.61818809;23.61818809;23.61818809;23.61818809;23.61818809
64.77033736;32.360324;0.648008026;0.368479719;5.164304292;15.66505137;15.66505137;15.66505137;15.66505137;15.66505137
62.97234284;39.00455467;0.618480077;0.290920247;8.074050396;20.05823609;20.05823609;20.05823609;20.05823609;20.05823609
64.01726518;37.01326879;0.792922439;0.202597214;8.324176339;30.37075821;30.37075821;30.37075821;30.37075821;30.37075821
64.5958785;35.44720309;0.65142206;0.383794556;6.225771579;16.457187;16.457187;16.457187;16.457187;16.457187
64.71255213;38.26945625;0.680051851;0.261067345;7.390355124;24.3659087;24.3659087;24.3659087;24.3659087;24.3659087
60.3365633;30.78354487;0.555041564;0.45290283;8.870998959;6.01480914;6.01480914;6.01480914;6.01480914;6.01480914
63.22097414;39.61482904;0.640971929;0.330915729;9.865378296;19.98951311;19.98951311;19.98951311;19.98951311;19.98951311
61.09348312;39.18427132;0.589586291;0.283260734;9.150691154;18.572512;18.572512;18.572512;18.572512;18.572512
62.5963912;36.76762715;0.783607464;0.370132154;8.601947497;23.83677227;23.83677227;23.83677227;23.83677227;23.83677227
61.52636513;37.55650756;0.532880611;0.272601734;9.721229364;15.79177599;15.79177599;15.79177599;15.79177599;15.79177599
63.23690725;31.65176207;0.568182423;0.468703085;9.12900123;6.303902446;6.303902446;6.303902446;6.303902446;6.303902446
62.31579985;31.91884462;0.769385478;0.43295561;5.48187723;17.82371521;17.82371521;17.82371521;17.82371521;17.82371521
62.692334;36.1866967;0.501101511;0.266098253;9.916182783;14.31666713;14.31666713;14.31666713;14.31666713;14.31666713
64.79480301;38.04186785;0.626110162;0.394184137;9.275640918;15.77387836;15.77387836;15.77387836;15.77387836;15.77387836
62.63460051;36.25448107;0.542880483;0.229221978;6.021163193;17.34979339;17.34979339;17.34979339;17.34979339;17.34979339
62.45551265;34.19695925;0.72579221;0.370801706;6.501552859;19.52222961;19.52222961;19.52222961;19.52222961;19.52222961
61.00592886;39.86604371;0.581883913;0.371927857;5.549654674;13.8533441;13.8533441;13.8533441;13.8533441;13.8533441
61.04380405;37.81290431;0.734060609;0.376250826;7.718175331;21.07574701;21.07574701;21.07574701;21.07574701;21.07574701
62.86747369;35.10665423;0.603861844;0.485899339;9.915420026;8.039736657;8.039736657;8.039736657;8.039736657;8.039736657
60.80042695;33.7745105;0.78224682;0.316282164;8.714992727;23.37392495;23.37392495;23.37392495;23.37392495;23.37392495
60.54736104;30.49009349;0.588179194;0.27511988;7.526117534;15.02623593;15.02623593;15.02623593;15.02623593;15.02623593
63.18368097;38.17976446;0.60088592;0.465404632;6.718513361;9.662823173;9.662823173;9.662823173;9.662823173;9.662823173
63.54855715;35.16749359;0.51093001;0.402206301;9.840287353;7.486907966;7.486907966;7.486907966;7.486907966;7.486907966
61.39645647;38.80902298;0.565208597;0.236089409;9.390259135;19.25862557;19.25862557;19.25862557;19.25862557;19.25862557
62.06313991;36.96672693;0.655154535;0.368465798;9.124963196;17.55318134;17.55318134;17.55318134;17.55318134;17.55318134
63.8122252;33.31629231;0.617757577;0.417656208;6.939800698;12.18749338;12.18749338;12.18749338;12.18749338;12.18749338
60.22270338;36.13676984;0.781433956;0.332281378;5.000816267;23.41473243;23.41473243;23.41473243;23.41473243;23.41473243
63.47047415;34.1767638;0.781078288;0.257104609;8.133178531;26.2698114;26.2698114;26.2698114;26.2698114;26.2698114
64.21034565;30.70060694;0.60691305;0.407027889;9.504603807;11.55175052;11.55175052;11.55175052;11.55175052;11.55175052
62.04660989;34.07393824;0.757297332;0.449303413;5.307772399;17.499823;17.499823;17.499823;17.499823;17.499823
61.79148492;32.28439802;0.624706944;0.404272507;6.758625196;12.45149589;12.45149589;12.45149589;12.45149589;12.45149589
62.10314252;32.11629658;0.601247578;0.288508565;8.184557221;16.23673783;16.23673783;16.23673783;16.23673783;16.23673783
60.99334035;33.60642524;0.745808012;0.411694638;6.575692154;18.12744978;18.12744978;18.12744978;18.12744978;18.12744978
60.32539509;33.89031845;0.632728746;0.361053705;6.547174199;14.93783513;14.93783513;14.93783513;14.93783513;14.93783513
62.52551351;35.04663025;0.591666999;0.395724156;6.250394938;12.1408332;12.1408332;12.1408332;12.1408332;12.1408332
62.97880237;38.65780014;0.564246483;0.456730211;7.63255826;7.910377586;7.910377586;7.910377586;7.910377586;7.910377586
62.30448101;31.00467638;0.775888914;0.279800294;8.459348139;23.03592508;23.03592508;23.03592508;23.03592508;23.03592508
60.8821697;37.74578982;0.65240352;0.41586829;6.370215715;14.89149873;14.89149873;14.89149873;14.89149873;14.89149873
64.37252211;37.95686454;0.512951586;0.269668329;5.920596217;15.30226503;15.30226503;15.30226503;15.30226503;15.30226503
61.75384245;30.34181181;0.701133722;0.34615181;9.425947299;17.59984598;17.59984598;17.59984598;17.59984598;17.59984598
63.88549893;38.13877902;0.545199404;0.496712153;8.148797594;3.776663236;3.776663236;3.776663236;3.776663236;3.776663236
63.7026418;32.5377681;0.739076214;0.476836501;9.275200935;15.42895779;15.42895779;15.42895779;15.42895779;15.42895779
63.09110077;31.0844337;0.703792998;0.291202117;9.501927517;20.33509692;20.33509692;20.33509692;20.33509692;20.33509692
62.9732937;30.77184865;0.523858474;0.36340007;9.276046157;9.295868481;9.295868481;9.295868481;9.295868481;9.295868481
64.34774411;30.70080554;0.722427063;0.490916444;8.840077511;13.31784488;13.31784488;13.31784488;13.31784488;13.31784488
64.86448921;39.29096677;0.62057257;0.437815035;5.038284172;13.08284615;13.08284615;13.08284615;13.08284615;13.08284615
62.39561206;38.81246538;0.783008684;0.233594395;5.52260199;28.95961714;28.95961714;28.95961714;28.95961714;28.95961714
61.2238359;38.79925475;0.568723906;0.478204627;8.582601223;6.629187227;6.629187227;6.629187227;6.629187227;6.629187227
61.05896055;34.61933581;0.77281235;0.471918757;7.941852386;17.43488029;17.43488029;17.43488029;17.43488029;17.43488029
63.45898748;33.18403861;0.675213736;0.305114495;6.126085295;19.43788704;19.43788704;19.43788704;19.43788704;19.43788704
64.80190536;34.79689753;0.618882121;0.222432809;5.892972575;20.88988431;20.88988431;20.88988431;20.88988431;20.88988431
62.5679703;35.51379372;0.641143274;0.438222252;9.78480072;13.00892102;13.00892102;13.00892102;13.00892102;13.00892102
62.29942806;39.41920219;0.788355691;0.33080122;8.000304952;26.80156405;26.80156405;26.80156405;26.80156405;26.80156405
60.19520379;37.17640082;0.578605852;0.389875804;8.098497091;11.99946992;11.99946992;11.99946992;11.99946992;11.99946992
60.63057562;36.67757448;0.71447897;0.374867605;7.207457346;19.49201676;19.49201676;19.49201676;19.49201676;19.49201676
62.27206466;31.20958373;0.582299803;0.234533498;6.863462789;16.73464689;16.73464689;16.73464689;16.73464689;16.73464689
64.25321452;38.84237528;0.558916643;0.384978981;5.825712661;12.1831034;12.1831034;12.1831034;12.1831034;12.1831034
60.7099643;39.37299676;0.776733581;0.208500509;7.825927501;29.39643939;29.39643939;29.39643939;29.39643939;29.39643939
61.50123617;38.28313429;0.638940862;0.295393776;9.010789658;20.24840087;20.24840087;20.24840087;20.24840087;20.24840087
63.03476261;34.50601233;0.768859952;0.484891653;9.142449607;17.20592772;17.20592772;17.20592772;17.20592772;17.20592772
61.86976289;34.76826027;0.766482738;0.392949353;8.91496377;20.88327968;20.88327968;20.88327968;20.88327968;20.88327968
63.5581551;30.13220266;0.543916279;0.392559868;5.777225179;8.614378269;8.614378269;8.614378269;8.614378269;8.614378269
60.35775355;37.07313098;0.748284251;0.441308267;6.158032345;18.274405;18.274405;18.274405;18.274405;18.274405
62.50595802;30.71269952;0.608902311;0.465877336;6.57019137;8.33930463;8.33930463;8.33930463;8.33930463;8.33930463
60.11057579;38.86569064;0.667641696;0.337984469;5.194954044;19.29200313;19.29200313;19.29200313;19.29200313;19.29200313
64.23365431;39.48214766;0.621722822;0.306652195;7.338392215;20.04061557;20.04061557;20.04061557;20.04061557;20.04061557
61.3113882;38.29338697;0.575049267;0.42815924;5.48602221;9.993817191;9.993817191;9.993817191;9.993817191;9.993817191
63.49890217;32.00895438;0.626992705;0.254991797;7.159353621;18.63790677;18.63790677;18.63790677;18.63790677;18.63790677
64.93077526;33.76187306;0.664836706;0.390468928;8.707126977;16.45272821;16.45272821;16.45272821;16.45272821;16.45272821
61.22325734;33.88417362;0.535059739;0.47889301;5.097378556;3.722994639;3.722994639;3.722994639;3.722994639;3.722994639
61.73636803;37.96317807;0.513987997;0.422878367;5.293777725;6.471270165;6.471270165;6.471270165;6.471270165;6.471270165
64.00722268;35.93684443;0.660433751;0.492656376;5.492001624;11.2603016;11.2603016;11.2603016;11.2603016;11.2603016
62.89586044;36.00674699;0.590885343;0.236651509;9.145772644;19.67554844;19.67554844;19.67554844;19.67554844;19.67554844
63.14489426;35.00925742;0.508769052;0.230921899;5.990647072;15.38721314;15.38721314;15.38721314;15.38721314;15.38721314
64.04173344;35.63126868;0.632611944;0.237816695;7.055215405;21.36495947;21.36495947;21.36495947;21.36495947;21.36495947
61.72995714;38.52447127;0.728741802;0.209152519;9.815212754;27.66095406;27.66095406;27.66095406;27.66095406;27.66095406
64.54341113;34.28743806;0.798999432;0.25334249;6.127935921;27.2512581;27.2512581;27.2512581;27.2512581;27.2512581
62.16894816;30.34193876;0.54396362;0.237519115;9.049165075;15.01963268;15.01963268;15.01963268;15.01963268;15.01963268
64.35824555;38.14846257;0.528989674;0.248335055;7.307629102;17.27443615;17.27443615;17.27443615;17.27443615;17.27443615
