p_d;Ef;t;h;omega;omega_0;prob;prob_noise_0.05;prob_noise_0.1;prob_noise_0.3;prob_noise_1
1.085769478;1.939278041;1.518864722;1.45646852;3.277377863;3.634261025;2.142572972;2.142572972;2.142572972;2.142572972;2.142572972
1.428331945;2.503396923;1.806364013;2.612917225;3.208354491;3.979052736;2.097619756;2.097619756;2.097619756;2.097619756;2.097619756
1.414395142;1.109513826;1.059636934;1.339862484;2.646596502;1.469275863;1.088242065;1.088242065;1.088242065;1.088242065;1.088242065
2.395149447;1.172395834;2.74411268;1.123880747;4.646011121;4.808867707;6.742928174;6.742928174;6.742928174;6.742928174;6.742928174
1.837985905;2.473486969;2.593753166;1.700045087;2.944684288;4.603209295;1.048845424;1.048845424;1.048845424;1.048845424;1.048845424
2.512594607;1.048517776;1.223458125;1.430275446;2.444376407;1.479283699;2.00360153;2.00360153;2.00360153;2.00360153;2.00360153
2.279519646;1.347634337;1.080821885;1.190110015;1.933898917;2.063714601;2.785286295;2.785286295;2.785286295;2.785286295;2.785286295
2.40078781;2.394297266;1.358772312;2.607533103;1.30153454;3.327136973;1.52247623;1.52247623;1.52247623;1.52247623;1.52247623
2.504140374;2.681723151;2.765288718;1.595920917;4.035190103;3.587716557;10.22499425;10.22499425;10.22499425;10.22499425;10.22499425
2.786338548;1.995948219;1.371731652;2.764441051;1.431940385;4.498530389;0.463042121;0.463042121;0.463042121;0.463042121;0.463042121
1.981373709;2.324804638;2.812408125;1.664425929;1.117408399;1.064235972;7.768858951;7.768858951;7.768858951;7.768858951;7.768858951
2.297526433;2.696844465;2.315339082;2.040556549;2.843872454;4.725000113;1.000208028;1.000208028;1.000208028;1.000208028;1.000208028
1.71243188;1.211433992;2.861061761;2.87565211;3.764359896;3.540578106;1.994422988;1.994422988;1.994422988;1.994422988;1.994422988
2.083301709;2.477183104;1.797484788;2.689653358;3.190985726;2.046854815;2.392337641;2.392337641;2.392337641;2.392337641;2.392337641
1.207960133;2.102576029;1.79704241;2.640700659;3.364609849;3.586782421;1.705559123;1.705559123;1.705559123;1.705559123;1.705559123
1.173922836;2.545039048;1.298081152;2.629637133;4.76936176;2.875003139;0.866313343;0.866313343;0.866313343;0.866313343;0.866313343
2.578651624;1.722099061;1.893808299;2.079407726;1.423005966;1.443092673;4.043847723;4.043847723;4.043847723;4.043847723;4.043847723
1.105111504;1.529976389;2.088631118;1.804619464;2.49308976;3.550849104;1.279747698;1.279747698;1.279747698;1.279747698;1.279747698
2.7852598;2.56064364;2.554271859;2.31185963;2.605840329;2.63630585;7.875920858;7.875920858;7.875920858;7.875920858;7.875920858
2.829011283;1.222068927;2.725599819;2.566752974;2.971378;1.260255169;0.353943781;0.353943781;0.353943781;0.353943781;0.353943781
2.330121298;1.358377141;2.849721347;1.14237757;4.774063251;4.269046634;6.623619814;6.623619814;6.623619814;6.623619814;6.623619814
1.045034613;2.725389943;2.295384494;2.206247022;4.381808018;2.90956979;1.023296264;1.023296264;1.023296264;1.023296264;1.023296264
2.95783756;1.020323411;2.87800383;1.79162317;3.223384237;4.434535745;1.549234474;1.549234474;1.549234474;1.549234474;1.549234474
2.943856041;1.941596266;1.374964286;2.935026078;3.628151904;3.173680145;2.591652719;2.591652719;2.591652719;2.591652719;2.591652719
1.698284543;2.37414815;2.738973994;1.360418529;1.173755507;3.411023997;0.005207805;0.005207805;0.005207805;0.005207805;0.005207805
1.509495715;2.497646175;1.021510448;2.051000174;3.742329672;2.305724897;1.564050617;1.564050617;1.564050617;1.564050617;1.564050617
1.819153876;1.893037385;2.759220471;1.972088406;2.975808173;4.805127426;0.253848066;0.253848066;0.253848066;0.253848066;0.253848066
1.142641244;1.463372552;1.442718413;2.970542328;2.177079236;3.318826443;0.644303783;0.644303783;0.644303783;0.644303783;0.644303783
1.503280095;2.410820803;1.654738963;2.528599892;3.85630791;2.992107605;1.994069624;1.994069624;1.994069624;1.994069624;1.994069624
2.44222894;2.234228279;1.68649306;1.976142126;1.176797161;3.683802036;0.763579389;0.763579389;0.763579389;0.763579389;0.763579389
1.005813469;2.186352421;2.558299104;1.841208864;4.638712678;2.518010987;0.071811989;0.071811989;0.071811989;0.071811989;0.071811989
1.019209656;2.644691402;2.314762676;1.518767192;1.147809607;4.13780671;0.033735807;0.033735807;0.033735807;0.033735807;0.033735807
1.202110933;2.564427749;2.064465434;2.562959257;4.290937614;2.041178551;0.245826307;0.245826307;0.245826307;0.245826307;0.245826307
1.925865212;2.094047733;1.306450011;1.295811076;2.443858952;4.790873785;1.727388249;1.727388249;1.727388249;1.727388249;1.727388249
2.040791664;2.568238775;1.648209728;1.340962768;3.769298194;3.677692338;6.429906055;6.429906055;6.429906055;6.429906055;6.429906055
1.346381292;1.400201391;2.339306847;1.73447835;1.333870151;4.708075037;0.08482702;0.08482702;0.08482702;0.08482702;0.08482702
2.52576231;1.018998143;1.254864739;2.865973297;1.783302864;3.921796628;0.593685984;0.593685984;0.593685984;0.593685984;0.593685984
2.278713883;2.505180764;2.572501729;1.271988405;1.737279979;3.579366698;1.001128263;1.001128263;1.001128263;1.001128263;1.001128263
2.778262397;2.815418424;1.74523616;1.344814288;2.987309459;4.818805991;3.97119648;3.97119648;3.97119648;3.97119648;3.97119648
1.988850538;1.171863244;2.059224445;1.823825391;3.430491064;3.275169601;2.609119863;2.609119863;2.609119863;2.609119863;2.609119863
2.719359255;1.780047589;1.723238739;1.548351758;3.570379333;4.478012437;4.374825769;4.374825769;4.374825769;4.374825769;4.374825769
1.190170304;2.858545855;2.318501751;2.753143229;4.863255006;4.394784583;2.594236712;2.594236712;2.594236712;2.594236712;2.594236712
1.086290151;2.942448982;2.819063507;2.707084816;1.129887346;1.365503819;3.20797987;3.20797987;3.20797987;3.20797987;3.20797987
2.752404961;1.135731445;2.579722956;1.342818193;4.913865657;2.586745248;0.012965919;0.012965919;0.012965919;0.012965919;0.012965919
2.278591285;2.429066379;1.115761128;2.8597324;2.352724774;1.085060642;1.822645521;1.822645521;1.822645521;1.822645521;1.822645521
1.05744026;1.979518864;2.029627705;1.44728662;2.455581935;4.968360034;0.140400801;0.140400801;0.140400801;0.140400801;0.140400801
1.628564476;2.159774997;2.655032091;2.852515868;4.334515024;4.155812413;3.212866706;3.212866706;3.212866706;3.212866706;3.212866706
2.553650413;1.944803958;2.463881634;2.604661619;4.144234353;4.088265617;4.69048189;4.69048189;4.69048189;4.69048189;4.69048189
1.27035401;2.154371538;1.493167929;1.987706418;1.112397443;2.20791399;1.636458615;1.636458615;1.636458615;1.636458615;1.636458615
2.910418383;2.81369317;2.832218628;1.520070842;1.375972157;2.943609464;1.96466748;1.96466748;1.96466748;1.96466748;1.96466748
1.018971412;2.75251685;2.952825848;1.675327195;3.132454424;2.800208578;4.55945449;4.55945449;4.55945449;4.55945449;4.55945449
1.41135025;2.766087264;1.514877986;2.43456355;3.379211258;3.113438663;2.396529502;2.396529502;2.396529502;2.396529502;2.396529502
2.510944386;1.772448914;1.999818621;2.255200725;1.309946199;3.898549797;0.162629156;0.162629156;0.162629156;0.162629156;0.162629156
1.88993753;2.397464891;2.286896084;1.8713172;2.825350925;4.585871529;1.116124044;1.116124044;1.116124044;1.116124044;1.116124044
1.240919204;2.508032229;2.848251203;2.389164145;1.716871971;1.539062292;3.631670016;3.631670016;3.631670016;3.631670016;3.631670016
1.144616604;1.708898543;2.133959522;2.939345113;3.294931093;3.766566314;1.30418074;1.30418074;1.30418074;1.30418074;1.30418074
2.797401615;2.532398348;1.484492348;1.08750112;1.762704581;1.10166093;8.918662736;8.918662736;8.918662736;8.918662736;8.918662736
2.719076818;1.933570123;1.646490355;1.737854448;4.2582635;1.32367228;0.375896552;0.375896552;0.375896552;0.375896552;0.375896552
1.890369259;2.117961278;1.295492566;1.864054982;4.821639474;4.155056173;2.613860762;2.613860762;2.613860762;2.613860762;2.613860762
1.914603992;1.47193315;2.19451819;1.914606289;2.622259363;1.05128955;1.061869438;1.061869438;1.061869438;1.061869438;1.061869438
1.198254186;2.669329318;2.43768065;2.807281068;4.351918656;1.142908121;0.087923614;0.087923614;0.087923614;0.087923614;0.087923614
2.127413371;1.715437825;2.836176778;1.327800385;1.968032547;3.584047859;0.83769948;0.83769948;0.83769948;0.83769948;0.83769948
1.730495759;1.235129463;1.718730183;2.102418692;2.575511128;1.244312264;1.106344724;1.106344724;1.106344724;1.106344724;1.106344724
2.293803711;1.753889652;2.847024127;1.925636591;3.425679376;2.221981526;1.984935751;1.984935751;1.984935751;1.984935751;1.984935751
2.498178647;2.638939286;1.965907263;1.426160777;2.561348271;2.694528196;9.035769124;9.035769124;9.035769124;9.035769124;9.035769124
1.685704685;1.133796538;2.365512768;2.414957959;4.991415395;4.030104292;1.192305999;1.192305999;1.192305999;1.192305999;1.192305999
1.101922016;2.579237448;1.119917155;2.68842141;1.782156687;4.377529345;0.552853618;0.552853618;0.552853618;0.552853618;0.552853618
1.891072308;1.635951884;2.4516281;1.912997192;2.437300656;1.771743089;3.159576506;3.159576506;3.159576506;3.159576506;3.159576506
2.873922372;2.547863895;2.662428462;1.261509826;2.266667983;4.075286253;1.196008256;1.196008256;1.196008256;1.196008256;1.196008256
2.134564082;2.678870747;1.391597151;1.988492554;1.824923056;2.691409628;3.539789772;3.539789772;3.539789772;3.539789772;3.539789772
2.518531544;1.49779689;2.922437642;1.681504125;2.755306211;4.991967377;0.009794075;0.009794075;0.009794075;0.009794075;0.009794075
2.539691111;1.689909059;1.441723384;2.591999392;4.231161514;4.748156383;2.278718752;2.278718752;2.278718752;2.278718752;2.278718752
2.619262291;2.230961694;2.49520589;1.276749459;1.370560467;3.509087043;0.333679663;0.333679663;0.333679663;0.333679663;0.333679663
2.164374818;1.76899929;1.901552814;1.834226232;2.988573245;4.199803053;2.497161731;2.497161731;2.497161731;2.497161731;2.497161731
2.363295256;2.774881737;1.175266367;2.75978891;3.885490549;4.258565456;2.748235787;2.748235787;2.748235787;2.748235787;2.748235787
