m1;m2;G;x1;x2;y1;y2;z1;z2;F;F_noise_0.05;F_noise_0.1;F_noise_0.3;F_noise_1
1.468863445;1.339717655;1.638548216;3.921577939;1.384473049;3.004713433;1.371756475;3.97478831;1.703213255;0.226062088;0.196094473;0.183265973;0.207541545;0.285553179
1.521417171;1.961400231;1.589571314;3.245379046;1.456273698;3.018773467;1.689779146;3.688013305;1.544911278;0.496176509;0.511641853;0.517173279;0.502121869;0.575917123
1.509728752;1.41103996;1.191431632;3.727949211;1.925191696;3.370547978;1.943400147;3.46488472;1.054340088;0.228710284;0.20897584;0.20654767;0.252108151;0.181189565
1.948314823;1.79222018;1.014806683;3.596221873;1.444561598;3.680206237;1.040290322;3.587672884;1.070131745;0.19755525;0.191794645;0.171369042;0.194984775;0.260514127
1.695228969;1.12966301;1.123219881;3.091856104;1.457976545;3.033222427;1.054842863;3.197479359;1.543682418;0.230829727;0.207921095;0.23024824;0.231991732;0.13856856
1.906687238;1.147247063;1.971328038;3.627675126;1.449808295;3.494346025;1.079723979;3.558780393;1.977801614;0.329852771;0.321084787;0.319501738;0.33163095;0.21522489
1.525955713;1.513670277;1.768977975;3.803006641;1.332987687;3.754729578;1.939190269;3.926118711;1.742783241;0.288473366;0.299337603;0.259434157;0.277556634;0.480888389
1.322754572;1.244214187;1.584832603;3.353003602;1.323127053;3.37601314;1.472842479;3.963551764;1.056038688;0.161045148;0.170150657;0.239510299;0.147675976;0.043361665
1.215026489;1.577546988;1.815634555;3.323616335;1.783271062;3.386216018;1.149125315;3.704729794;1.951685762;0.333014775;0.302323246;0.363181701;0.338902723;0.344885949
1.227163383;1.223138865;1.435438743;3.531808875;1.558404087;3.468614279;1.45417396;3.352798508;1.500555583;0.189278926;0.199925057;0.199336698;0.147235016;0.315738791
1.57971711;1.270348823;1.462263028;3.794076058;1.180170662;3.097737187;1.947696268;3.031123011;1.026672008;0.241064393;0.286739182;0.234277508;0.222210311;0.322906074
1.77642631;1.364139296;1.37303247;3.383579392;1.748354023;3.414445183;1.914727081;3.669196742;1.797487151;0.394860756;0.385174492;0.405916202;0.362289223;0.324326213
1.681369057;1.118492128;1.892105401;3.954423107;1.329666556;3.938245292;1.643871484;3.338313712;1.195734938;0.21250953;0.190871892;0.193031427;0.181411522;0.200047543
1.684589949;1.853657005;1.300766378;3.351050021;1.273605348;3.249500023;1.95783671;3.516095104;1.569667656;0.41562923;0.405355495;0.40855085;0.376669135;0.400633503
1.473732158;1.202905022;1.5492565;3.838216085;1.584335661;3.048923236;1.900333699;3.243045718;1.03245633;0.243352311;0.270184952;0.239304497;0.286675639;0.13704117
1.631380969;1.685673091;1.168800873;3.149500133;1.543290775;3.682118279;1.314695836;3.088173464;1.516032256;0.301623983;0.305841645;0.305257715;0.311332255;0.37707649
1.494342446;1.11498676;1.779599296;3.479866727;1.965643998;3.845311643;1.321508145;3.614558438;1.420240303;0.220005307;0.211767937;0.203875376;0.151996288;0.296483561
1.856002187;1.552394571;1.452819568;3.816347646;1.910664329;3.119648562;1.005415883;3.934680104;1.342149833;0.282397851;0.278940659;0.243787469;0.253004761;0.450678626
1.58686633;1.197455247;1.123237415;3.674669845;1.768420653;3.139763489;1.020469211;3.064281862;1.155745771;0.181375847;0.204266297;0.214040652;0.11666369;0.127972388
1.149798288;1.874113241;1.501467989;3.655667168;1.903633421;3.466333933;1.167442265;3.571005758;1.461200137;0.252654294;0.250753153;0.243568628;0.255160608;0.251425621
1.191599954;1.737867269;1.848218017;3.101105668;1.702074712;3.613975149;1.040763099;3.5737792;1.733310261;0.319852726;0.363259245;0.328333842;0.276555648;0.439037864
1.989477885;1.486663555;1.9579872;3.157863984;1.312867233;3.538435262;1.110840561;3.269488983;1.335184359;0.444145487;0.431344814;0.426503314;0.390317775;0.510915747
1.554612702;1.17631242;1.535818429;3.240335944;1.177369201;3.587388623;1.947029687;3.945468754;1.521047546;0.219001347;0.202777266;0.224691195;0.176744641;0.175765866
1.383742234;1.863323232;1.03290882;3.32951822;1.431019662;3.922081623;1.201485991;3.045557012;1.47752872;0.197792723;0.200758211;0.182358482;0.210986676;0.181985447
1.214511984;1.279425015;1.965589791;3.366421967;1.019016787;3.101982967;1.258065057;3.501179251;1.063141508;0.205615203;0.190572725;0.243486079;0.208963609;0.235964966
1.719903287;1.578406333;1.965807642;3.234183855;1.581542035;3.143891505;1.367382598;3.178867837;1.191029632;0.542407539;0.531335628;0.527295081;0.571952177;0.421453885
1.926475118;1.685418382;1.148109392;3.20015625;1.973895584;3.289701875;1.157327117;3.556878469;1.687047176;0.390469563;0.331600701;0.39082337;0.395377287;0.446533504
1.409766946;1.393508049;1.282592906;3.740642609;1.178674386;3.792729662;1.749676501;3.787597624;1.186742891;0.143963759;0.129175266;0.191282904;0.184690014;-0.025234795
1.048458884;1.375466234;1.219652442;3.557733353;1.858693122;3.048332362;1.473961797;3.13862609;1.437280723;0.212941187;0.224112526;0.260764777;0.21662037;0.156230416
1.90794684;1.404118559;1.212174197;3.181095101;1.690999123;3.595871561;1.254525911;3.361510956;1.3968464;0.280863237;0.283138138;0.326926287;0.337817006;0.424038699
1.429899472;1.455842815;1.250846727;3.961865581;1.750007312;3.615487725;1.366375786;3.680736294;1.84519023;0.195487146;0.19597645;0.204936873;0.175649125;0.073293089
1.20832676;1.964867759;1.785017868;3.616297224;1.006510963;3.834207746;1.705767452;3.594094588;1.51858909;0.27081621;0.246672188;0.328959982;0.284505603;0.36959997
1.028936506;1.390557072;1.160392503;3.184928424;1.251091513;3.145305098;1.380219646;3.360597371;1.401736737;0.155277184;0.132095706;0.088381714;0.234503775;0.267736912
1.586740232;1.651503978;1.59184178;3.875883781;1.85432197;3.895361803;1.3929869;3.371149298;1.743560106;0.320937814;0.348486139;0.3042109;0.357352532;0.336334127
1.59024349;1.259607694;1.424370085;3.939475885;1.100131806;3.986018952;1.434418459;3.828404051;1.582833674;0.145455675;0.117628516;0.156445013;0.073392636;0.06540856
1.02302193;1.723050309;1.075566473;3.253067311;1.303742892;3.360746033;1.695816488;3.970727997;1.013326102;0.123770107;0.145613631;0.147430109;0.118375232;0.067119471
1.257214139;1.024402212;1.257212215;3.831207955;1.194304632;3.923400652;1.387667907;3.143844271;1.643895542;0.10357257;0.108657162;0.061220683;0.133611341;-0.030895081
1.449255633;1.904807099;1.755146996;3.982537299;1.303537004;3.72828981;1.817488688;3.400585245;1.83340999;0.364731037;0.36404111;0.319239166;0.412170754;0.100711792
1.210126885;1.031393873;1.693953267;3.000294535;1.273339855;3.106881916;1.057818094;3.127277589;1.89423851;0.242977876;0.240977509;0.243984922;0.274549832;0.247527538
1.086226376;1.499977564;1.377795157;3.034991689;1.096288895;3.536243238;1.704743972;3.835622151;1.677664081;0.190731687;0.192586559;0.221190681;0.179162523;0.108270893
1.566480933;1.503771727;1.893249853;3.550302289;1.774718879;3.477399097;1.150009927;3.399803415;1.730711784;0.392750012;0.37059302;0.43215816;0.337864157;0.448480176
1.942146313;1.422780007;1.684395922;3.293517218;1.186538369;3.288813438;1.751059818;3.401805169;1.73647168;0.485978531;0.467813582;0.506638201;0.42368505;0.457301795
1.576562282;1.184068206;1.161289944;3.819352942;1.65036067;3.713553653;1.655196099;3.92528647;1.243696612;0.134379359;0.116483028;0.147619206;0.17233312;-0.026592682
1.072239855;1.641950624;1.938766921;3.438195089;1.554428849;3.02627489;1.265547748;3.386979812;1.282387013;0.308116155;0.349163786;0.353987792;0.285015895;0.275832701
1.644214764;1.616713782;1.454442806;3.971312853;1.828777345;3.792444254;1.366766207;3.788099306;1.550452894;0.249733699;0.305153625;0.26022471;0.251341722;0.10601157
1.819083661;1.168305883;1.499889646;3.673318299;1.984713339;3.993865526;1.714548082;3.290036274;1.483755602;0.281858979;0.263493548;0.365831362;0.241992706;0.257603976
1.557713408;1.984842907;1.018195915;3.459664189;1.665855829;3.076991198;1.774741057;3.353145768;1.322896875;0.348411246;0.363890375;0.360351569;0.293917068;0.220620499
1.430255609;1.934954234;1.424443929;3.413825917;1.371268615;3.852927559;1.321354186;3.692415973;1.308118042;0.242356573;0.214171754;0.214169493;0.31200404;0.427537971
1.563010576;1.459001707;1.667240463;3.680616252;1.865839489;3.990726962;1.1748332;3.49728874;1.56661001;0.254313355;0.198247509;0.231906316;0.269937609;0.266101734
1.228881894;1.932825745;1.076993511;3.963118337;1.564940617;3.424206149;1.992240723;3.794142743;1.317801846;0.183585639;0.177800084;0.169674236;0.187359795;0.057760515
1.525642229;1.904468251;1.331004164;3.903696564;1.589182068;3.820753118;1.575368412;3.684966716;1.285623027;0.239377485;0.267831991;0.217820543;0.26780772;0.334365365
1.754531489;1.756790568;1.480000626;3.053538101;1.572122285;3.765554522;1.888117691;3.061909419;1.004420504;0.458358749;0.484210323;0.371138595;0.482019503;0.446122177
1.352086948;1.73960753;1.321091807;3.27023757;1.447033877;3.237869754;1.755043949;3.008273149;1.976608783;0.471725841;0.473172975;0.460872336;0.494818342;0.543573895
1.626084014;1.243176118;1.937463989;3.766658483;1.113619478;3.58944847;1.141777951;3.681589494;1.439014185;0.21687983;0.170006363;0.291852907;0.224171833;0.332834616
1.645442147;1.502626195;1.368940836;3.9003082;1.183215212;3.63985043;1.92590867;3.806908892;1.802638401;0.236075629;0.274327371;0.223701824;0.215565053;0.12096146
1.138115524;1.660371861;1.181438078;3.304759937;1.032931829;3.730989385;1.824698168;3.046154167;1.756978244;0.213496338;0.233560258;0.196980634;0.214194934;0.187796929
1.421008541;1.636850093;1.891110023;3.473834181;1.986659587;3.685816221;1.276300407;3.971654325;1.138366414;0.274146903;0.248066212;0.263947635;0.307121929;0.284673238
1.950408109;1.605993238;1.902316392;3.625012624;1.314391974;3.035459947;1.245885012;3.702040354;1.291977038;0.41524224;0.373100049;0.392992616;0.406297542;0.402531722
1.545355274;1.482665412;1.183673139;3.572294562;1.277376386;3.76544099;1.568729057;3.944540963;1.290664343;0.158275154;0.145557596;0.174273768;0.140133526;0.02192091
1.454944367;1.637986125;1.578165769;3.972975167;1.24546757;3.408390171;1.72640075;3.486374398;1.756698007;0.283635278;0.321278367;0.244959518;0.333144552;0.282529852
1.149836816;1.267103012;1.555871805;3.91348492;1.436920944;3.289189296;1.137336352;3.46296002;1.740113535;0.165077117;0.153588884;0.138894759;0.202952496;0.137050491
1.726983469;1.801525762;1.597854122;3.312043995;1.878389205;3.86213611;1.562408077;3.00826776;1.06047126;0.446331508;0.469226705;0.447499652;0.370434127;0.350972874
1.823585714;1.785491446;1.623293706;3.823573295;1.713232788;3.50240931;1.874519099;3.594603692;1.010955079;0.383592004;0.361351894;0.397879717;0.352797966;0.371817511
1.123829522;1.945402779;1.118350533;3.549487083;1.247962074;3.539241977;1.80159767;3.986613293;1.455602151;0.166076449;0.223448668;0.213930572;0.180298206;0.125019611
1.893402295;1.690442067;1.984523876;3.70470616;1.501824496;3.50954814;1.678468475;3.680255803;1.035194428;0.417832226;0.386091414;0.479135249;0.350096383;0.487280509
1.509745089;1.984097784;1.00888637;3.918800503;1.563765636;3.973200674;1.928826805;3.259700097;1.870936563;0.259311688;0.237166391;0.245018435;0.259037831;0.370189164
1.893884284;1.613828509;1.111842917;3.578187577;1.584552135;3.589809809;1.191976039;3.398426836;1.702282103;0.269678259;0.274974952;0.311160929;0.27044851;0.263929398
1.381683464;1.252661978;1.38796572;3.25392418;1.475488112;3.258713108;1.314390634;3.048925981;1.834735673;0.285390134;0.267687284;0.330012148;0.361540895;0.095597196
1.208230652;1.963463692;1.819940652;3.78548525;1.2714429;3.303659133;1.4883962;3.546154478;1.783852589;0.339389638;0.339286763;0.328637672;0.377172807;0.340117504
1.259716414;1.388514571;1.877269858;3.587643241;1.260358161;3.660463482;1.674543905;3.080326857;1.733320769;0.293845869;0.258367085;0.339930211;0.248821987;0.317902394
1.039748652;1.875949977;1.944368285;3.133085278;1.992498788;3.81892779;1.715514464;3.545290796;1.306941129;0.353269463;0.31793094;0.347035436;0.365954505;0.262800842
1.856508152;1.824336738;1.123905478;3.415010885;1.295638562;3.293606845;1.222227246;3.704827645;1.072682396;0.2422928;0.222563675;0.239540126;0.221751687;0.215324613
1.603973632;1.035327069;1.952032726;3.059377052;1.891568497;3.886395495;1.476097036;3.724846926;1.555365157;0.272864268;0.227520601;0.27576172;0.248291326;0.242967557
1.243981773;1.778175555;1.708575659;3.906129761;1.563595463;3.917557796;1.63601838;3.187027645;1.885710085;0.305127041;0.305127041;0.305127041;0.305127041;0.305127041
1.326312522;1.832354307;1.330865469;3.290151147;1.801678562;3.069222109;1.291821427;3.395880233;1.193140503;0.316265017;0.316265017;0.316265017;0.316265017;0.316265017
1.659250599;1.230961883;1.538847979;3.819708006;1.942999428;3.078602517;1.42732019;3.677033638;1.975111533;0.343679799;0.343679799;0.343679799;0.343679799;0.343679799
1.758066779;1.421708708;1.7233285;3.268855781;1.984209403;3.627998765;1.121120887;3.408494671;1.078741262;0.322348916;0.322348916;0.322348916;0.322348916;0.322348916
1.31348648;1.096370312;1.146041725;3.390524889;1.333167628;3.384420157;1.176455673;3.30878007;1.100390082;0.118012133;0.118012133;0.118012133;0.118012133;0.118012133
1.290754779;1.393022757;1.928994673;3.074422893;1.305065898;3.716156048;1.754101544;3.912890265;1.645534046;0.286146116;0.286146116;0.286146116;0.286146116;0.286146116
1.777498387;1.36352379;1.920447083;3.007169879;1.986482885;3.351503924;1.542886895;3.829107115;1.356829287;0.446473738;0.446473738;0.446473738;0.446473738;0.446473738
1.500199374;1.620749543;1.195873701;3.843799982;1.679691232;3.865403133;1.60864969;3.144435245;1.047840778;0.205172296;0.205172296;0.205172296;0.205172296;0.205172296
1.832701985;1.858580861;1.002331387;3.440692422;1.658307218;3.95768556;1.840445365;3.040838209;1.548282826;0.34530737;0.34530737;0.34530737;0.34530737;0.34530737
1.907311155;1.338970953;1.476334735;3.033749335;1.126795769;3.947235359;1.441150477;3.479964818;1.14241956;0.245127212;0.245127212;0.245127212;0.245127212;0.245127212
1.495281064;1.456087462;1.507684724;3.651550375;1.552509382;3.290780369;1.185056177;3.674336079;1.714576968;0.258867477;0.258867477;0.258867477;0.258867477;0.258867477
1.588510562;1.630727904;1.585883187;3.391495943;1.133460689;3.808656828;1.215536068;3.269955222;1.25194157;0.258447274;0.258447274;0.258447274;0.258447274;0.258447274
1.111836698;1.146921002;1.32792723;3.615948786;1.73684031;3.427748966;1.857622659;3.926704945;1.181001314;0.125107408;0.125107408;0.125107408;0.125107408;0.125107408
1.845597298;1.270963004;1.634377824;3.544020494;1.194729516;3.436972292;1.822475358;3.377504848;1.650252107;0.345096603;0.345096603;0.345096603;0.345096603;0.345096603
1.950981574;1.128249966;1.61987235;3.301837586;1.213471681;3.632007749;1.014530174;3.777160129;1.392512052;0.21099788;0.21099788;0.21099788;0.21099788;0.21099788
1.125214087;1.229183578;1.908750362;3.880626137;1.2780011;3.309375941;1.367949291;3.364195216;1.864444718;0.206376873;0.206376873;0.206376873;0.206376873;0.206376873
1.211346949;1.980914345;1.139965372;3.041927538;1.967574377;3.146483973;1.92301643;3.329196679;1.263024894;0.395283722;0.395283722;0.395283722;0.395283722;0.395283722
1.152207736;1.313686578;1.709147237;3.649317802;1.034387198;3.630650895;1.326382477;3.085463883;1.321563934;0.169543051;0.169543051;0.169543051;0.169543051;0.169543051
1.288359889;1.843583344;1.329684445;3.760909101;1.057762561;3.352887137;1.566539764;3.300546334;1.92107218;0.254678512;0.254678512;0.254678512;0.254678512;0.254678512
1.10036484;1.699363205;1.636158437;3.650051657;1.06785415;3.561146417;1.252163727;3.806260767;1.342864182;0.169336658;0.169336658;0.169336658;0.169336658;0.169336658
1.976082174;1.631231887;1.154790426;3.445744495;1.442116602;3.335083958;1.976761918;3.670330127;1.721500859;0.38544215;0.38544215;0.38544215;0.38544215;0.38544215
1.403218977;1.624758303;1.779920613;3.100682336;1.083198841;3.399347984;1.780634223;3.725957571;1.47742831;0.345471021;0.345471021;0.345471021;0.345471021;0.345471021
1.631101838;1.878509185;1.633576651;3.547289498;1.343510064;3.542916006;1.077942177;3.442242726;1.790348315;0.366383319;0.366383319;0.366383319;0.366383319;0.366383319
1.206039436;1.096320921;1.854211857;3.393840504;1.692703531;3.248947295;1.23922234;3.52928518;1.697181809;0.238268047;0.238268047;0.238268047;0.238268047;0.238268047
1.787260111;1.477042414;1.999691066;3.95367343;1.703415156;3.164446656;1.68431679;3.978803765;1.659825447;0.417895634;0.417895634;0.417895634;0.417895634;0.417895634
1.393610817;1.393403291;1.499132858;3.872140576;1.769677969;3.569380971;1.834558224;3.507422448;1.091830092;0.219457144;0.219457144;0.219457144;0.219457144;0.219457144
1.728699912;1.669161926;1.302322913;3.540436321;1.06287238;3.99621719;1.401484756;3.275802293;1.498493;0.234427733;0.234427733;0.234427733;0.234427733;0.234427733
1.464823882;1.938876449;1.978418986;3.482913596;1.036898755;3.094741151;1.712108086;3.219805769;1.099847696;0.453546266;0.453546266;0.453546266;0.453546266;0.453546266
1.941263321;1.442751582;1.356263242;3.565940678;1.146194713;3.983675686;1.385302114;3.334642792;1.886961304;0.258362148;0.258362148;0.258362148;0.258362148;0.258362148
1.535663098;1.64706081;1.116877603;3.420058713;1.671892681;3.488445827;1.606008899;3.904282719;1.897970927;0.265879386;0.265879386;0.265879386;0.265879386;0.265879386
1.327785012;1.498541296;1.471390262;3.194576707;1.499854493;3.757976515;1.750433287;3.463402451;1.449461273;0.267166665;0.267166665;0.267166665;0.267166665;0.267166665
1.812518403;1.369086379;1.311383335;3.29626736;1.90453687;3.866999497;1.075109936;3.404107977;1.086300947;0.215455201;0.215455201;0.215455201;0.215455201;0.215455201
1.584506165;1.932666749;1.706841894;3.813633947;1.666224334;3.715097697;1.408767241;3.421499504;1.541732965;0.388211567;0.388211567;0.388211567;0.388211567;0.388211567
1.084953441;1.397869993;1.956513202;3.985605919;1.060253398;3.611207046;1.907074541;3.453424028;1.39357563;0.188942728;0.188942728;0.188942728;0.188942728;0.188942728
1.0467492;1.098604984;1.891145636;3.702805035;1.765145508;3.043343301;1.793511358;3.056899355;1.409735562;0.270836378;0.270836378;0.270836378;0.270836378;0.270836378
1.822408433;1.642348103;1.116793527;3.225867691;1.348251184;3.295975343;1.046463437;3.96066992;1.753268747;0.248365595;0.248365595;0.248365595;0.248365595;0.248365595
1.336895004;1.327040723;1.209059249;3.732805361;1.617199073;3.475642872;1.268749269;3.646363911;1.197694905;0.139811512;0.139811512;0.139811512;0.139811512;0.139811512
1.747943316;1.87754966;1.192304656;3.761406806;1.965446191;3.146030523;1.113017773;3.301844355;1.362450638;0.351889709;0.351889709;0.351889709;0.351889709;0.351889709
1.039801397;1.031640047;1.769937806;3.163417102;1.189866414;3.917645527;1.794464076;3.769444487;1.090181416;0.121852441;0.121852441;0.121852441;0.121852441;0.121852441
1.574188723;1.168662424;1.912626598;3.512052777;1.36806648;3.535618378;1.908687883;3.258368401;1.400187853;0.328956008;0.328956008;0.328956008;0.328956008;0.328956008
1.196793878;1.74816122;1.982280083;3.945080878;1.776123684;3.927252353;1.790856481;3.155979352;1.707703933;0.36488478;0.36488478;0.36488478;0.36488478;0.36488478
1.268957141;1.403222991;1.115959992;3.437352315;1.041044003;3.852421896;1.637432177;3.279609107;1.646254503;0.149223781;0.149223781;0.149223781;0.149223781;0.149223781
1.800878128;1.639088306;1.05279439;3.918086419;1.884221384;3.401967245;1.404067092;3.320228951;1.014771237;0.231165394;0.231165394;0.231165394;0.231165394;0.231165394
1.686939183;1.888090204;1.921523529;3.777804547;1.438012869;3.116386959;1.444803241;3.190618855;1.941300906;0.622632048;0.622632048;0.622632048;0.622632048;0.622632048
1.582698214;1.40493533;1.646369065;3.68765024;1.212936267;3.949429744;1.090854504;3.396208085;1.147194942;0.189154706;0.189154706;0.189154706;0.189154706;0.189154706
1.009373031;1.79983786;1.768929549;3.428481132;1.198847193;3.920883995;1.760548251;3.506572315;1.029409972;0.203721023;0.203721023;0.203721023;0.203721023;0.203721023
1.989585442;1.70881513;1.836892828;3.733654832;1.195589081;3.717260281;1.135320011;3.019098736;1.267290375;0.38604934;0.38604934;0.38604934;0.38604934;0.38604934
1.542970377;1.597781154;1.479499137;3.552482196;1.307303851;3.962356789;1.652318926;3.341090876;1.485976795;0.263953337;0.263953337;0.263953337;0.263953337;0.263953337
1.262899995;1.688279266;1.110681158;3.450632876;1.437089233;3.419224044;1.62633907;3.363569507;1.176237304;0.196471558;0.196471558;0.196471558;0.196471558;0.196471558
1.44997475;1.426893062;1.109440953;3.599646032;1.375962382;3.471007282;1.972385322;3.662125661;1.070036611;0.165022283;0.165022283;0.165022283;0.165022283;0.165022283
1.148312425;1.497715982;1.245205033;3.640681616;1.763858699;3.24117924;1.972199001;3.688591289;1.236562907;0.192150632;0.192150632;0.192150632;0.192150632;0.192150632
1.682226187;1.655369074;1.280646223;3.321584116;1.838057211;3.140182531;1.674627916;3.414410255;1.027603211;0.355005162;0.355005162;0.355005162;0.355005162;0.355005162
1.525681657;1.559854856;1.968520585;3.769303621;1.568534059;3.853187577;1.699021289;3.628649771;1.772775485;0.362371272;0.362371272;0.362371272;0.362371272;0.362371272
1.472678479;1.643937181;1.786593147;3.307645378;1.038030936;3.239893032;1.231942504;3.004988018;1.730912802;0.400260282;0.400260282;0.400260282;0.400260282;0.400260282
1.882841906;1.535567472;1.849689988;3.968095397;1.669452027;3.935169156;1.824938157;3.553395759;1.987336927;0.438732912;0.438732912;0.438732912;0.438732912;0.438732912
1.49699352;1.111043743;1.365905705;3.249996388;1.164991309;3.830980568;1.862405051;3.317187303;1.450504967;0.194054958;0.194054958;0.194054958;0.194054958;0.194054958
1.379429594;1.023610048;1.178026388;3.452797925;1.87854051;3.352993384;1.962497551;3.533241627;1.07043487;0.158761284;0.158761284;0.158761284;0.158761284;0.158761284
1.07798639;1.4149079;1.084655917;3.201856157;1.041370122;3.165248177;1.78739391;3.745523427;1.256002667;0.129613484;0.129613484;0.129613484;0.129613484;0.129613484
1.993907846;1.206697635;1.900774403;3.425453067;1.660137913;3.984547116;1.387614915;3.411739485;1.676763402;0.355334577;0.355334577;0.355334577;0.355334577;0.355334577
1.337398594;1.258166022;1.893690522;3.678945782;1.394416689;3.943820751;1.545074725;3.632377895;1.486757165;0.20456491;0.20456491;0.20456491;0.20456491;0.20456491
1.146192538;1.118026845;1.316255283;3.54111046;1.767815213;3.270606556;1.299832588;3.24148705;1.183326531;0.14973939;0.14973939;0.14973939;0.14973939;0.14973939
1.505534361;1.812176797;1.145437449;3.873982912;1.466558385;3.01145859;1.063024953;3.342257402;1.141812569;0.216508321;0.216508321;0.216508321;0.216508321;0.216508321
1.978842843;1.665832424;1.041872355;3.877322172;1.162884265;3.642570213;1.650253631;3.0028798;1.544134335;0.255056669;0.255056669;0.255056669;0.255056669;0.255056669
1.321934281;1.319449896;1.663641307;3.213408507;1.554723216;3.640714743;1.488366846;3.741312043;1.092724376;0.201527587;0.201527587;0.201527587;0.201527587;0.201527587
1.069265362;1.966206325;1.285824066;3.551338625;1.212773651;3.823976452;1.24668257;3.064370077;1.292630126;0.177261786;0.177261786;0.177261786;0.177261786;0.177261786
