x1;x2;y1;y2;d;d_noise_0.05;d_noise_0.1;d_noise_0.3;d_noise_1
3.449632651;1.629847018;3.511628029;2.316264049;2.177272329;2.223544049;2.088336497;2.287278248;3.536542557
3.65671395;2.380949316;1.954546856;4.367450709;2.729410267;2.961874271;2.491889915;3.07063194;4.131366333
2.214084157;4.846691663;1.239495839;3.218184371;3.293300865;3.535942783;2.907018379;3.832321894;3.708072841
1.343647922;4.605706617;3.992393046;2.213767446;3.715445594;3.559211759;3.653337348;4.40738895;5.318054795
3.997203734;3.83699827;4.678867326;4.819709459;0.213312675;-0.020435457;0.096572482;-0.226770403;1.910992497
1.649229432;4.600238367;2.699158661;1.022973122;3.393825525;3.602497421;3.354984385;2.985561524;1.947027593
4.884703015;3.277103718;4.94228006;1.897115203;3.443458219;3.126359993;3.231742089;3.403168031;3.030707836
1.485902114;2.635463773;2.399939348;1.095120442;1.738977971;1.699687871;2.117341955;1.245443704;1.715897459
1.774986179;2.344544644;1.608067268;2.044044778;0.717267896;0.797892578;0.751753226;1.610919491;0.656945864
2.993602784;4.541147988;3.794833519;3.004487839;1.73768307;1.52695129;1.780801177;1.281153222;3.258248379
2.762554987;3.310961617;1.94666393;4.685979831;2.793671676;2.593488989;2.897469038;3.779306146;1.781879747
3.611997646;3.515591457;3.520161118;2.482704311;1.041926475;1.108842466;0.975177627;1.176155834;2.014715509
2.44860059;3.483129858;4.301109867;3.28047617;1.453252886;1.592002193;1.069756379;1.921849044;1.237155808
3.41247432;2.716980691;3.339233544;2.45778378;1.122793424;0.961438391;1.659839607;1.868386057;0.346658598
3.112212257;4.140386203;1.383787685;3.230926644;2.114016082;2.045311667;2.238789048;3.33918618;-0.335430758
2.862617255;3.308738994;4.683148499;4.833750148;0.470856096;0.067346754;0.407570984;0.335857105;0.163541491
3.086638211;2.26759204;1.298283747;4.972081348;3.763990628;3.985231794;3.513975747;3.614512558;3.948985493
1.758705263;1.572333895;1.851578869;4.029756981;2.186136815;2.218504707;2.399200325;2.172659295;1.454432746
4.073646115;1.199587817;2.276927579;2.806063352;2.922361334;3.156476728;2.824429524;3.702243147;3.222963608
1.431904964;3.196117551;2.992941702;2.618293243;1.803554135;1.899831988;1.99261147;2.956944473;1.925894443
4.080475264;4.440369069;4.321610147;1.707728955;2.638540967;2.431552136;2.548703018;3.54388394;0.906744566
3.014258163;4.754918991;4.500303633;4.251944305;1.758289645;1.820294385;2.706543158;2.437357902;2.329658622
4.763601821;4.202500254;2.880285563;1.361046043;1.619544284;1.320780104;1.804888305;2.145295661;2.503351182
4.154682425;1.642143862;2.579913044;4.508824201;3.167577668;3.213779381;2.995535522;3.868681488;2.726076429
1.878670418;3.212781189;1.435748347;3.357345915;2.339313737;2.644353677;2.696554012;2.811432335;3.111441673
4.82428166;4.891096008;4.451921273;3.878404483;0.577395588;0.699162183;0.673096735;0.304225659;0.421003052
4.793492539;3.430449017;1.261492108;2.826554593;2.075405557;1.615765136;2.147850855;2.751680181;0.949072787
1.146321558;2.834842565;3.491365769;1.258414114;2.799495719;2.615571458;2.844567816;2.279919898;1.277629633
4.260655405;1.143303884;3.483891616;2.753722635;3.201722543;3.132367096;2.662711528;3.963132863;2.683612701
1.698094889;4.208284722;1.50897544;2.847061168;2.844560847;2.973573132;2.477972101;2.680667925;1.91573812
3.413330238;1.842832305;4.290443346;1.761666376;2.97677287;3.360863645;3.428335765;3.37229901;4.61703399
2.896635862;1.76415963;4.400662747;2.729643362;2.018615416;2.018615416;2.018615416;2.018615416;2.018615416
4.465387062;2.605126453;3.119535124;4.905744558;2.578975315;2.578975315;2.578975315;2.578975315;2.578975315
3.462161936;1.246856424;1.998069091;1.953462877;2.21575455;2.21575455;2.21575455;2.21575455;2.21575455
3.622998694;3.956637923;2.405141497;4.817479932;2.435301184;2.435301184;2.435301184;2.435301184;2.435301184
4.203913451;3.785107983;3.548417671;1.15319852;2.431557691;2.431557691;2.431557691;2.431557691;2.431557691
2.36574795;1.110517393;1.370973569;2.214700586;1.512441414;1.512441414;1.512441414;1.512441414;1.512441414
2.667771844;2.676142436;1.664680743;2.451182321;0.78654612;0.78654612;0.78654612;0.78654612;0.78654612
1.821458547;1.414002044;1.467070539;1.569556299;0.420147751;0.420147751;0.420147751;0.420147751;0.420147751
3.475372232;2.275867448;2.822716758;2.465640715;1.25152508;1.25152508;1.25152508;1.25152508;1.25152508
3.160188362;4.056367071;3.308686292;4.967533856;1.885447299;1.885447299;1.885447299;1.885447299;1.885447299
1.097669084;3.121888329;4.628478452;3.50092169;2.317077427;2.317077427;2.317077427;2.317077427;2.317077427
3.566812505;2.582216815;4.347412503;1.377325086;3.129033067;3.129033067;3.129033067;3.129033067;3.129033067
2.393212702;1.17117913;3.405607631;1.713568943;2.087189732;2.087189732;2.087189732;2.087189732;2.087189732
4.372186162;1.333353575;1.102187657;3.754062499;4.03322993;4.03322993;4.03322993;4.03322993;4.03322993
4.253449518;4.911309368;1.647485475;2.630585033;1.182905035;1.182905035;1.182905035;1.182905035;1.182905035
2.028373874;3.113184005;1.491661864;2.009125395;1.201907453;1.201907453;1.201907453;1.201907453;1.201907453
2.185328368;1.651285013;1.710787259;1.838089976;0.549006636;0.549006636;0.549006636;0.549006636;0.549006636
1.304335045;3.26677992;2.911132955;3.269479173;1.994893957;1.994893957;1.994893957;1.994893957;1.994893957
1.116469758;4.938071346;4.261563785;1.591461181;4.661983121;4.661983121;4.661983121;4.661983121;4.661983121
4.021923069;3.125224452;2.819637941;4.151735567;1.605787189;1.605787189;1.605787189;1.605787189;1.605787189
2.645501107;4.324905197;3.836335822;4.59544714;1.842999753;1.842999753;1.842999753;1.842999753;1.842999753
3.675472456;4.292912456;2.236817425;3.224637201;1.164912041;1.164912041;1.164912041;1.164912041;1.164912041
1.20341886;2.576391135;2.81434987;2.88597274;1.374839155;1.374839155;1.374839155;1.374839155;1.374839155
4.829780104;4.767457641;3.612112912;1.018859809;2.594001878;2.594001878;2.594001878;2.594001878;2.594001878
4.552594097;2.94734329;1.595613985;1.896839372;1.633268774;1.633268774;1.633268774;1.633268774;1.633268774
3.49398505;2.354212215;1.642315073;3.815295863;2.453757859;2.453757859;2.453757859;2.453757859;2.453757859
3.815818907;1.727388966;3.749313945;2.285193675;2.550526962;2.550526962;2.550526962;2.550526962;2.550526962
3.405306593;1.744602727;2.730769618;4.815220767;2.665121746;2.665121746;2.665121746;2.665121746;2.665121746
3.36321335;2.39638454;3.942923631;4.56012145;1.147035786;1.147035786;1.147035786;1.147035786;1.147035786
4.551529908;2.323574331;2.128087459;1.896186163;2.239992023;2.239992023;2.239992023;2.239992023;2.239992023
4.569885873;1.346296291;2.029079865;2.744806695;3.302089443;3.302089443;3.302089443;3.302089443;3.302089443
4.903121245;1.078888206;1.128803137;4.992860479;5.436515197;5.436515197;5.436515197;5.436515197;5.436515197
3.399156156;3.719936544;2.796810355;4.316706398;1.553378267;1.553378267;1.553378267;1.553378267;1.553378267
1.381240352;2.278429499;3.730286687;1.829587908;2.101809748;2.101809748;2.101809748;2.101809748;2.101809748
1.814915114;1.158003517;1.192225078;1.215356709;0.657318735;0.657318735;0.657318735;0.657318735;0.657318735
3.634731036;2.679309581;4.858733706;3.669049974;1.525836669;1.525836669;1.525836669;1.525836669;1.525836669
2.748112779;2.482112298;2.79737475;2.393620232;0.483501775;0.483501775;0.483501775;0.483501775;0.483501775
2.097768125;3.025085895;1.840903722;4.298053461;2.626309785;2.626309785;2.626309785;2.626309785;2.626309785
2.232615968;2.730354756;2.291534232;3.463489382;1.273272467;1.273272467;1.273272467;1.273272467;1.273272467
1.458542149;4.173205378;1.249128243;3.920460819;3.808597403;3.808597403;3.808597403;3.808597403;3.808597403
2.913928188;2.033866487;1.957755702;2.681589018;1.139492548;1.139492548;1.139492548;1.139492548;1.139492548
1.794744231;1.435955581;3.04366958;1.542210091;1.543732455;1.543732455;1.543732455;1.543732455;1.543732455
2.579652101;3.074819631;3.305409903;4.776579324;1.552266197;1.552266197;1.552266197;1.552266197;1.552266197
3.977768229;4.528892756;1.269809032;1.203371211;0.555114609;0.555114609;0.555114609;0.555114609;0.555114609
1.658156082;4.82945324;2.790557607;3.487660881;3.247010724;3.247010724;3.247010724;3.247010724;3.247010724
4.76068194;4.426571086;3.676874944;1.526843034;2.175837144;2.175837144;2.175837144;2.175837144;2.175837144
2.456186411;1.274230958;2.605033842;2.181691002;1.255483116;1.255483116;1.255483116;1.255483116;1.255483116
2.961483154;1.929119663;2.306740356;2.606257416;1.074934811;1.074934811;1.074934811;1.074934811;1.074934811
3.727634214;2.501963532;4.53904959;2.365688511;2.495148694;2.495148694;2.495148694;2.495148694;2.495148694
1.604264479;4.442773318;4.098660817;4.126074068;2.838641209;2.838641209;2.838641209;2.838641209;2.838641209
4.65734518;3.588072634;2.604865154;3.084352503;1.171858309;1.171858309;1.171858309;1.171858309;1.171858309
4.252321614;1.684093886;1.880579237;3.077413695;2.833408968;2.833408968;2.833408968;2.833408968;2.833408968
4.795758693;2.16920912;1.56972476;4.63242196;4.03470901;4.03470901;4.03470901;4.03470901;4.03470901
3.845826219;1.589992418;2.52786182;3.701870483;2.543045906;2.543045906;2.543045906;2.543045906;2.543045906
4.310203279;3.359976197;3.863925973;1.397955391;2.642714971;2.642714971;2.642714971;2.642714971;2.642714971
1.801776719;4.955472764;2.323905123;1.99114289;3.171203154;3.171203154;3.171203154;3.171203154;3.171203154
3.696063933;1.336522423;4.041790049;1.437281301;3.514385004;3.514385004;3.514385004;3.514385004;3.514385004
1.158814961;1.546950922;4.509854194;4.694397442;0.429774051;0.429774051;0.429774051;0.429774051;0.429774051
1.172341625;4.908078792;1.055266527;1.830057766;3.815237037;3.815237037;3.815237037;3.815237037;3.815237037
3.915811809;1.817190488;3.020848951;2.955903288;2.099626011;2.099626011;2.099626011;2.099626011;2.099626011
2.822502227;2.706461386;1.607376873;3.085752537;1.482922817;1.482922817;1.482922817;1.482922817;1.482922817
1.732552313;2.123954937;4.204030563;4.52186199;0.50419523;0.50419523;0.50419523;0.50419523;0.50419523
1.390317219;2.286294737;3.080760605;1.654604451;1.684249711;1.684249711;1.684249711;1.684249711;1.684249711
2.116242063;1.008200235;3.63903709;1.890526225;2.070035492;2.070035492;2.070035492;2.070035492;2.070035492
1.698960046;4.377320208;2.828099082;2.408297493;2.711060037;2.711060037;2.711060037;2.711060037;2.711060037
1.304616584;4.64047705;4.249714993;3.170476869;3.506097543;3.506097543;3.506097543;3.506097543;3.506097543
4.451411158;1.73932139;1.304200404;3.17756298;3.296197544;3.296197544;3.296197544;3.296197544;3.296197544
1.488553626;1.456495618;3.324483439;2.006170758;1.318702408;1.318702408;1.318702408;1.318702408;1.318702408
4.704728116;4.842054933;1.440056382;1.348426395;0.165090003;0.165090003;0.165090003;0.165090003;0.165090003
1.128246903;4.773821261;1.14668721;4.325766735;4.837019643;4.837019643;4.837019643;4.837019643;4.837019643
4.176368704;2.346010532;4.420883382;3.850483644;1.917176804;1.917176804;1.917176804;1.917176804;1.917176804
4.867336258;4.788936358;2.690216189;4.47971425;1.791214631;1.791214631;1.791214631;1.791214631;1.791214631
4.136266478;1.603455597;1.988748353;3.695088354;3.053969083;3.053969083;3.053969083;3.053969083;3.053969083
2.652336756;4.587302179;1.697328409;3.787024975;2.84796821;2.84796821;2.84796821;2.84796821;2.84796821
4.727443308;3.430174314;3.139458436;2.849837171;1.329205522;1.329205522;1.329205522;1.329205522;1.329205522
1.165502897;3.102559795;3.012478385;1.836461619;2.266099041;2.266099041;2.266099041;2.266099041;2.266099041
1.103229518;2.389661031;3.042044596;2.924118413;1.291825307;1.291825307;1.291825307;1.291825307;1.291825307
3.260213659;1.248912207;3.594720698;1.965636838;2.588290507;2.588290507;2.588290507;2.588290507;2.588290507
1.215221387;3.67208014;2.14187546;2.3456675;2.465296357;2.465296357;2.465296357;2.465296357;2.465296357
3.924582253;3.736362458;3.666641866;1.614520089;2.060735421;2.060735421;2.060735421;2.060735421;2.060735421
2.610610727;2.854459661;3.73049413;2.908314173;0.857579259;0.857579259;0.857579259;0.857579259;0.857579259
4.212950236;1.130152141;2.8621588;1.504196087;3.368635751;3.368635751;3.368635751;3.368635751;3.368635751
4.767890238;3.890963734;3.456383754;3.213026759;0.910067427;0.910067427;0.910067427;0.910067427;0.910067427
1.62554842;1.282145366;2.585123618;1.126212028;1.4987824;1.4987824;1.4987824;1.4987824;1.4987824
4.720837139;1.485373799;4.129686232;2.949738661;3.443907562;3.443907562;3.443907562;3.443907562;3.443907562
1.571812883;3.822389188;4.306297098;2.897757879;2.655009687;2.655009687;2.655009687;2.655009687;2.655009687
4.961700744;1.520812893;4.589391149;4.58773744;3.440888248;3.440888248;3.440888248;3.440888248;3.440888248
3.281884162;2.100007515;1.334511591;2.808875415;1.889598131;1.889598131;1.889598131;1.889598131;1.889598131
2.707470288;4.421938448;3.932726271;2.172953223;2.456868383;2.456868383;2.456868383;2.456868383;2.456868383
3.212347471;2.987645904;3.91917483;3.317463186;0.64229876;0.64229876;0.64229876;0.64229876;0.64229876
1.320815948;4.892280454;3.436000342;3.408796405;3.571568111;3.571568111;3.571568111;3.571568111;3.571568111
4.333845677;3.173863512;4.183952119;4.208069271;1.160232847;1.160232847;1.160232847;1.160232847;1.160232847
3.027707344;2.384898883;4.969591638;1.184927116;3.838865491;3.838865491;3.838865491;3.838865491;3.838865491
3.822839081;3.187343141;4.420868379;1.329265919;3.156241572;3.156241572;3.156241572;3.156241572;3.156241572
4.523975582;3.659929459;2.918437949;4.034166585;1.411178973;1.411178973;1.411178973;1.411178973;1.411178973
4.394527706;1.581064726;3.486303973;3.112655574;2.838166145;2.838166145;2.838166145;2.838166145;2.838166145
2.87477178;2.69804123;1.24723581;1.539138395;0.34123424;0.34123424;0.34123424;0.34123424;0.34123424
3.133015062;1.191525304;3.649701791;3.540646324;1.944550225;1.944550225;1.944550225;1.944550225;1.944550225
1.737037595;2.069572565;4.725281726;1.472782552;3.269454141;3.269454141;3.269454141;3.269454141;3.269454141
1.152087596;4.511198546;3.215017676;1.822307056;3.636381339;3.636381339;3.636381339;3.636381339;3.636381339
