expr,weights,python
"[Term SqrtAbs (fromList [(2,2),(3,-1),(5,2),(6,1)]),Term Sin (fromList [(0,-2),(3,2),(5,-1),(7,-1)]),Term Sin (fromList [(3,1),(4,2),(6,-2)]),Term SqrtAbs (fromList [(2,2),(3,-2),(4,1),(7,1)]),Term Id (fromList [(0,2),(1,2),(3,-2)]),Term SqrtAbs (fromList [(0,-2),(3,1),(7,1)]),Term Tanh (fromList [(2,2),(3,-1),(6,1),(7,1)]),Term Tanh (fromList [(0,-1),(2,2),(3,2),(4,1),(5,-2)]),Term SqrtAbs (fromList [(0,-2),(3,1),(5,1),(7,2)]),Term Id (fromList [(0,2),(3,-1),(6,-2)]),Term SqrtAbs (fromList [(0,-1),(1,2),(3,-2),(6,1),(7,2)]),Term Id (fromList [(0,1),(3,-1),(5,-2),(6,-1),(7,1)]),Term SqrtAbs (fromList [(0,-2),(1,1),(5,-2),(7,1)]),Term Tanh (fromList [(0,2),(3,2),(4,2),(5,2),(7,2)]),Term Tanh (fromList [(3,2),(4,1),(7,-2)]),Term Log (fromList [(0,-2),(3,2),(5,-1),(6,-1),(7,-1)])]","[-181.80709539965792,1.715572994459974e-5,20505.468938826576,-72.66683047451308,0.4347580584655498,7.757621787452783e-5,-46.96708336929352,11.199754874849846,-13.222144140568657,4.756986444397826e-2,3427.0680751671284,-6.905565744166987e-2,-1.7811024516886435e7,51653.45840769085,-2.8827041515313035e8,2.8827042137877136e8,-12.166700666303528]","-181.80709539965792 + 1.715572994459974e-5*sqrtAbs(x[:,2]**(2)*x[:,3]**(-1)*x[:,5]**(2)*x[:,6]) + 20505.468938826576*np.sin(x[:,0]**(-2)*x[:,3]**(2)*x[:,5]**(-1)*x[:,7]**(-1)) + -72.66683047451308*np.sin(x[:,3]*x[:,4]**(2)*x[:,6]**(-2)) + 0.4347580584655498*sqrtAbs(x[:,2]**(2)*x[:,3]**(-2)*x[:,4]*x[:,7]) + 7.757621787452783e-5*(x[:,0]**(2)*x[:,1]**(2)*x[:,3]**(-2)) + -46.96708336929352*sqrtAbs(x[:,0]**(-2)*x[:,3]*x[:,7]) + 11.199754874849846*np.tanh(x[:,2]**(2)*x[:,3]**(-1)*x[:,6]*x[:,7]) + -13.222144140568657*np.tanh(x[:,0]**(-1)*x[:,2]**(2)*x[:,3]**(2)*x[:,4]*x[:,5]**(-2)) + 4.756986444397826e-2*sqrtAbs(x[:,0]**(-2)*x[:,3]*x[:,5]*x[:,7]**(2)) + 3427.0680751671284*(x[:,0]**(2)*x[:,3]**(-1)*x[:,6]**(-2)) + -6.905565744166987e-2*sqrtAbs(x[:,0]**(-1)*x[:,1]**(2)*x[:,3]**(-2)*x[:,6]*x[:,7]**(2)) + -1.7811024516886435e7*(x[:,0]*x[:,3]**(-1)*x[:,5]**(-2)*x[:,6]**(-1)*x[:,7]) + 51653.45840769085*sqrtAbs(x[:,0]**(-2)*x[:,1]*x[:,5]**(-2)*x[:,7]) + -2.8827041515313035e8*np.tanh(x[:,0]**(2)*x[:,3]**(2)*x[:,4]**(2)*x[:,5]**(2)*x[:,7]**(2)) + 2.8827042137877136e8*np.tanh(x[:,3]**(2)*x[:,4]*x[:,7]**(-2)) + -12.166700666303528*np.log(x[:,0]**(-2)*x[:,3]**(2)*x[:,5]**(-1)*x[:,6]**(-1)*x[:,7]**(-1))"

"[Term Sin (fromList [(0,-1),(1,2),(3,1),(4,2),(5,-1)]),Term Tanh (fromList [(0,-2),(1,-1),(3,-2),(5,-1),(6,-2),(7,1)]),Term Id (fromList [(0,2)]),Term SqrtAbs (fromList [(0,2),(1,1),(2,1),(3,1),(4,2),(5,-2),(6,-1),(7,-1)]),Term Id (fromList [(0,1),(3,-2),(5,2),(6,-2),(7,-2)]),Term Tanh (fromList [(0,-1),(4,1),(5,-2)]),Term Log (fromList [(0,1),(3,-2),(5,2),(6,-2),(7,1)]),Term Tanh (fromList [(0,2),(3,-1),(5,-2),(7,1)]),Term SqrtAbs (fromList [(1,2),(3,-1),(4,1),(5,2),(6,1),(7,1)]),Term SqrtAbs (fromList [(0,-2),(2,1),(3,-1),(5,1),(7,-1)]),Term Id (fromList [(2,2),(3,-2),(4,1),(5,-2),(6,2),(7,1)]),Term Tanh (fromList [(0,1),(3,2),(5,-2)]),Term SqrtAbs (fromList [(2,2),(3,-2),(5,1),(6,1)]),Term SqrtAbs (fromList [(0,-1),(1,1),(3,1),(5,-1)]),Term Tanh (fromList [(0,2),(3,-1),(4,2),(5,-1),(6,-1),(7,1)]),Term SqrtAbs (fromList [(0,-1),(6,-2)])]","[-956.7759265688493,1.462457519937397,3.239384168174633,9.588823302647203e-5,-0.18242399390453837,-270.74886148166064,-1.2254159313144721e8,8.578952104303708,-56.18199333343554,1.2923088714315434e-6,143.76933351044522,1.1513274559001047e-2,1011.8365149991143,1.4714843621585724e-2,57.82073216687202,8.551442603721696,-432223.7586534313]","-956.7759265688493 + 1.462457519937397*np.sin(x[:,0]**(-1)*x[:,1]**(2)*x[:,3]*x[:,4]**(2)*x[:,5]**(-1)) + 3.239384168174633*np.tanh(x[:,0]**(-2)*x[:,1]**(-1)*x[:,3]**(-2)*x[:,5]**(-1)*x[:,6]**(-2)*x[:,7]) + 9.588823302647203e-5*(x[:,0]**(2)) + -0.18242399390453837*sqrtAbs(x[:,0]**(2)*x[:,1]*x[:,2]*x[:,3]*x[:,4]**(2)*x[:,5]**(-2)*x[:,6]**(-1)*x[:,7]**(-1)) + -270.74886148166064*(x[:,0]*x[:,3]**(-2)*x[:,5]**(2)*x[:,6]**(-2)*x[:,7]**(-2)) + -1.2254159313144721e8*np.tanh(x[:,0]**(-1)*x[:,4]*x[:,5]**(-2)) + 8.578952104303708*np.log(x[:,0]*x[:,3]**(-2)*x[:,5]**(2)*x[:,6]**(-2)*x[:,7]) + -56.18199333343554*np.tanh(x[:,0]**(2)*x[:,3]**(-1)*x[:,5]**(-2)*x[:,7]) + 1.2923088714315434e-6*sqrtAbs(x[:,1]**(2)*x[:,3]**(-1)*x[:,4]*x[:,5]**(2)*x[:,6]*x[:,7]) + 143.76933351044522*sqrtAbs(x[:,0]**(-2)*x[:,2]*x[:,3]**(-1)*x[:,5]*x[:,7]**(-1)) + 1.1513274559001047e-2*(x[:,2]**(2)*x[:,3]**(-2)*x[:,4]*x[:,5]**(-2)*x[:,6]**(2)*x[:,7]) + 1011.8365149991143*np.tanh(x[:,0]*x[:,3]**(2)*x[:,5]**(-2)) + 1.4714843621585724e-2*sqrtAbs(x[:,2]**(2)*x[:,3]**(-2)*x[:,5]*x[:,6]) + 57.82073216687202*sqrtAbs(x[:,0]**(-1)*x[:,1]*x[:,3]*x[:,5]**(-1)) + 8.551442603721696*np.tanh(x[:,0]**(2)*x[:,3]**(-1)*x[:,4]**(2)*x[:,5]**(-1)*x[:,6]**(-1)*x[:,7]) + -432223.7586534313*sqrtAbs(x[:,0]**(-1)*x[:,6]**(-2))"

"[Term Id (fromList [(0,-2),(4,1),(5,-2),(6,2)]),Term SqrtAbs (fromList [(0,-1),(2,2),(3,-2),(4,2),(5,1),(6,2),(7,1)]),Term Log (fromList [(0,-1),(3,2),(7,2)]),Term Tanh (fromList [(0,2),(3,2),(4,2),(5,2),(6,-2),(7,1)]),Term Sin (fromList [(3,2),(5,1),(6,-2)]),Term Tanh (fromList [(0,-2),(1,-2),(2,-2),(3,2),(5,2)]),Term Tanh (fromList [(0,-2),(2,-2),(3,-2),(5,-2),(6,-2)]),Term Id (fromList [(4,1),(6,-2)]),Term Log (fromList [(3,2),(7,-1)]),Term Exp (fromList [(0,2),(1,2),(2,1),(4,2),(5,-2),(6,-2),(7,-1)]),Term Log (fromList [(0,-2),(3,2),(5,1),(6,2),(7,1)]),Term Tanh (fromList [(0,1),(3,2),(5,-2)]),Term SqrtAbs (fromList [(0,1),(1,2),(3,1),(4,1),(5,-1)]),Term SqrtAbs (fromList [(0,-2),(1,1),(3,2),(5,2),(6,2),(7,1)]),Term Id (fromList [(0,-1),(5,1),(6,-2),(7,1)]),Term Tanh (fromList [(0,-2),(3,2),(5,-2),(6,2),(7,-1)])]","[-562.4189804603845,-25576.366355342732,8.850594105995519e-5,4.261487355699368,6.137799513745198,0.9579405884601164,3.8807463979370986,-4.332935427149278,-403700.4867586337,-17.308291217637926,-3.7335841055065636e-4,-16.302396784053702,1037.7704807536559,2.7946253247514326e-3,2.1856085051623337e-7,-9782.031707392513,35.95038863025561]","-562.4189804603845 + -25576.366355342732*(x[:,0]**(-2)*x[:,4]*x[:,5]**(-2)*x[:,6]**(2)) + 8.850594105995519e-5*sqrtAbs(x[:,0]**(-1)*x[:,2]**(2)*x[:,3]**(-2)*x[:,4]**(2)*x[:,5]*x[:,6]**(2)*x[:,7]) + 4.261487355699368*np.log(x[:,0]**(-1)*x[:,3]**(2)*x[:,7]**(2)) + 6.137799513745198*np.tanh(x[:,0]**(2)*x[:,3]**(2)*x[:,4]**(2)*x[:,5]**(2)*x[:,6]**(-2)*x[:,7]) + 0.9579405884601164*np.sin(x[:,3]**(2)*x[:,5]*x[:,6]**(-2)) + 3.8807463979370986*np.tanh(x[:,0]**(-2)*x[:,1]**(-2)*x[:,2]**(-2)*x[:,3]**(2)*x[:,5]**(2)) + -4.332935427149278*np.tanh(x[:,0]**(-2)*x[:,2]**(-2)*x[:,3]**(-2)*x[:,5]**(-2)*x[:,6]**(-2)) + -403700.4867586337*(x[:,4]*x[:,6]**(-2)) + -17.308291217637926*np.log(x[:,3]**(2)*x[:,7]**(-1)) + -3.7335841055065636e-4*np.exp(x[:,0]**(2)*x[:,1]**(2)*x[:,2]*x[:,4]**(2)*x[:,5]**(-2)*x[:,6]**(-2)*x[:,7]**(-1)) + -16.302396784053702*np.log(x[:,0]**(-2)*x[:,3]**(2)*x[:,5]*x[:,6]**(2)*x[:,7]) + 1037.7704807536559*np.tanh(x[:,0]*x[:,3]**(2)*x[:,5]**(-2)) + 2.7946253247514326e-3*sqrtAbs(x[:,0]*x[:,1]**(2)*x[:,3]*x[:,4]*x[:,5]**(-1)) + 2.1856085051623337e-7*sqrtAbs(x[:,0]**(-2)*x[:,1]*x[:,3]**(2)*x[:,5]**(2)*x[:,6]**(2)*x[:,7]) + -9782.031707392513*(x[:,0]**(-1)*x[:,5]*x[:,6]**(-2)*x[:,7]) + 35.95038863025561*np.tanh(x[:,0]**(-2)*x[:,3]**(2)*x[:,5]**(-2)*x[:,6]**(2)*x[:,7]**(-1))"

"[Term Id (fromList [(0,2),(1,2),(3,-2),(5,-1),(6,1)]),Term SqrtAbs (fromList [(0,1),(3,2),(7,-1)]),Term Cos (fromList [(0,2),(1,1),(3,-2),(4,1),(5,-1),(6,1),(7,2)]),Term Tanh (fromList [(0,-2),(2,-1),(5,-2),(7,2)]),Term Sin (fromList [(1,2),(2,1),(3,-2),(4,1),(5,1),(6,1)]),Term Tanh (fromList [(0,-2),(3,2),(4,2),(6,2),(7,-2)]),Term Log (fromList [(3,2),(5,2),(6,1),(7,-2)]),Term SqrtAbs (fromList [(2,2),(3,1),(4,1),(5,2),(6,2),(7,1)]),Term Sin (fromList [(1,2),(3,-2),(4,1),(5,2)]),Term Tanh (fromList [(0,2),(3,-1),(5,-2),(7,2)]),Term SqrtAbs (fromList [(0,-2),(1,1),(6,1)]),Term SqrtAbs (fromList [(0,-2),(1,2),(3,-2),(5,2),(6,1),(7,-2)]),Term Tanh (fromList [(0,-2),(2,-1),(3,1),(4,-1),(5,2),(6,-1)]),Term Cos (fromList [(3,2),(4,1),(5,-1),(6,-1)]),Term Log (fromList [(0,2),(5,2),(7,-1)]),Term Tanh (fromList [(0,-2),(1,1),(5,1),(7,-2)])]","[-166.7488369710718,9.187603162306324e-5,-7.4320879724721674e-3,1.888720204352436,-17.972966171095962,-1.2357291788479776,8.918161216375067,-9.381400725293311,3.4079393355278767e-10,1.567647586799632,8.997623736035951,11.518828144774373,-1.0652522494442551,19.27672805503056,25.272885538180038,17.995266858957624,69.03560580223194]","-166.7488369710718 + 9.187603162306324e-5*(x[:,0]**(2)*x[:,1]**(2)*x[:,3]**(-2)*x[:,5]**(-1)*x[:,6]) + -7.4320879724721674e-3*sqrtAbs(x[:,0]*x[:,3]**(2)*x[:,7]**(-1)) + 1.888720204352436*np.cos(x[:,0]**(2)*x[:,1]*x[:,3]**(-2)*x[:,4]*x[:,5]**(-1)*x[:,6]*x[:,7]**(2)) + -17.972966171095962*np.tanh(x[:,0]**(-2)*x[:,2]**(-1)*x[:,5]**(-2)*x[:,7]**(2)) + -1.2357291788479776*np.sin(x[:,1]**(2)*x[:,2]*x[:,3]**(-2)*x[:,4]*x[:,5]*x[:,6]) + 8.918161216375067*np.tanh(x[:,0]**(-2)*x[:,3]**(2)*x[:,4]**(2)*x[:,6]**(2)*x[:,7]**(-2)) + -9.381400725293311*np.log(x[:,3]**(2)*x[:,5]**(2)*x[:,6]*x[:,7]**(-2)) + 3.4079393355278767e-10*sqrtAbs(x[:,2]**(2)*x[:,3]*x[:,4]*x[:,5]**(2)*x[:,6]**(2)*x[:,7]) + 1.567647586799632*np.sin(x[:,1]**(2)*x[:,3]**(-2)*x[:,4]*x[:,5]**(2)) + 8.997623736035951*np.tanh(x[:,0]**(2)*x[:,3]**(-1)*x[:,5]**(-2)*x[:,7]**(2)) + 11.518828144774373*sqrtAbs(x[:,0]**(-2)*x[:,1]*x[:,6]) + -1.0652522494442551*sqrtAbs(x[:,0]**(-2)*x[:,1]**(2)*x[:,3]**(-2)*x[:,5]**(2)*x[:,6]*x[:,7]**(-2)) + 19.27672805503056*np.tanh(x[:,0]**(-2)*x[:,2]**(-1)*x[:,3]*x[:,4]**(-1)*x[:,5]**(2)*x[:,6]**(-1)) + 25.272885538180038*np.cos(x[:,3]**(2)*x[:,4]*x[:,5]**(-1)*x[:,6]**(-1)) + 17.995266858957624*np.log(x[:,0]**(2)*x[:,5]**(2)*x[:,7]**(-1)) + 69.03560580223194*np.tanh(x[:,0]**(-2)*x[:,1]*x[:,5]*x[:,7]**(-2))"

"[Term Log (fromList [(0,2),(3,-2),(5,-1),(7,-2)]),Term Sin (fromList [(0,1),(1,2),(2,2),(3,1),(4,1),(6,2),(7,1)]),Term SqrtAbs (fromList [(0,2),(1,2),(5,-2),(7,2)]),Term Id (fromList [(0,2),(5,-1),(6,2)]),Term SqrtAbs (fromList [(0,2),(2,1),(3,-2),(5,-1),(6,-2),(7,-1)]),Term Log (fromList [(0,-2),(3,2),(5,-1),(7,-2)]),Term SqrtAbs (fromList [(2,2),(3,2),(5,1),(6,2)]),Term SqrtAbs (fromList [(3,1),(5,-1),(6,2),(7,-2)]),Term SqrtAbs (fromList [(0,-2),(3,2),(5,-1),(6,1),(7,-1)]),Term Id (fromList [(2,2),(3,1),(5,-1),(6,2),(7,1)]),Term SqrtAbs (fromList [(0,2),(1,2),(3,2),(6,2),(7,1)]),Term Tanh (fromList [(0,-1),(4,2),(5,1),(6,1),(7,1)]),Term Cos (fromList [(0,2),(1,2),(2,2),(3,2),(5,-2),(6,2),(7,1)]),Term SqrtAbs (fromList [(0,-2),(1,1),(3,2),(5,1),(7,1)]),Term SqrtAbs (fromList [(5,-1),(6,-1),(7,1)]),Term Cos (fromList [(0,2),(1,1),(2,2),(3,2),(5,-2),(6,-2)])]","[-69.18537368813223,10.5565960800192,2.4304504157038456,-4.2197825290261285e-3,-7.0530414054285e-8,-13045.79560759734,-15.940738202592572,1.124529010140361e-8,-6.523334842201473e-2,59.53126902664418,3.8951605635625404e-11,4.3486587131814025e-10,5.327260929593191,-1.811116971562306,5.832841051728357e-3,-659.5193899217317,2.662917249112164]","-69.18537368813223 + 10.5565960800192*np.log(x[:,0]**(2)*x[:,3]**(-2)*x[:,5]**(-1)*x[:,7]**(-2)) + 2.4304504157038456*np.sin(x[:,0]*x[:,1]**(2)*x[:,2]**(2)*x[:,3]*x[:,4]*x[:,6]**(2)*x[:,7]) + -4.2197825290261285e-3*sqrtAbs(x[:,0]**(2)*x[:,1]**(2)*x[:,5]**(-2)*x[:,7]**(2)) + -7.0530414054285e-8*(x[:,0]**(2)*x[:,5]**(-1)*x[:,6]**(2)) + -13045.79560759734*sqrtAbs(x[:,0]**(2)*x[:,2]*x[:,3]**(-2)*x[:,5]**(-1)*x[:,6]**(-2)*x[:,7]**(-1)) + -15.940738202592572*np.log(x[:,0]**(-2)*x[:,3]**(2)*x[:,5]**(-1)*x[:,7]**(-2)) + 1.124529010140361e-8*sqrtAbs(x[:,2]**(2)*x[:,3]**(2)*x[:,5]*x[:,6]**(2)) + -6.523334842201473e-2*sqrtAbs(x[:,3]*x[:,5]**(-1)*x[:,6]**(2)*x[:,7]**(-2)) + 59.53126902664418*sqrtAbs(x[:,0]**(-2)*x[:,3]**(2)*x[:,5]**(-1)*x[:,6]*x[:,7]**(-1)) + 3.8951605635625404e-11*(x[:,2]**(2)*x[:,3]*x[:,5]**(-1)*x[:,6]**(2)*x[:,7]) + 4.3486587131814025e-10*sqrtAbs(x[:,0]**(2)*x[:,1]**(2)*x[:,3]**(2)*x[:,6]**(2)*x[:,7]) + 5.327260929593191*np.tanh(x[:,0]**(-1)*x[:,4]**(2)*x[:,5]*x[:,6]*x[:,7]) + -1.811116971562306*np.cos(x[:,0]**(2)*x[:,1]**(2)*x[:,2]**(2)*x[:,3]**(2)*x[:,5]**(-2)*x[:,6]**(2)*x[:,7]) + 5.832841051728357e-3*sqrtAbs(x[:,0]**(-2)*x[:,1]*x[:,3]**(2)*x[:,5]*x[:,7]) + -659.5193899217317*sqrtAbs(x[:,5]**(-1)*x[:,6]**(-1)*x[:,7]) + 2.662917249112164*np.cos(x[:,0]**(2)*x[:,1]*x[:,2]**(2)*x[:,3]**(2)*x[:,5]**(-2)*x[:,6]**(-2))"

"[Term Id (fromList [(0,2),(1,1),(3,-1),(5,2),(6,-2),(7,1)]),Term Id (fromList [(1,1),(3,-1),(5,2),(6,-2)]),Term SqrtAbs (fromList [(0,-2),(3,-1),(5,-2),(6,1),(7,1)]),Term SqrtAbs (fromList [(0,-2),(1,1),(3,2),(6,1)]),Term SqrtAbs (fromList [(0,-1),(2,1),(3,2),(5,2),(6,2)]),Term Tanh (fromList [(0,-1),(1,2),(2,2),(4,2),(6,-2),(7,2)]),Term Tanh (fromList [(0,2),(4,2),(5,-1),(6,-2),(7,2)]),Term Sin (fromList [(0,-2),(1,2),(2,1),(4,2),(5,1),(7,2)]),Term SqrtAbs (fromList [(0,-1),(3,2),(4,2),(6,-2)]),Term Log (fromList [(3,2),(5,-1),(7,2)]),Term Log (fromList [(0,2),(7,2)]),Term Cos (fromList [(0,-2),(1,2),(3,2),(4,1),(5,-1),(6,2)]),Term Id (fromList [(0,2),(1,2),(3,-2),(4,1),(5,-1),(6,-2)]),Term Sin (fromList [(0,2),(1,1),(3,-2),(4,2),(6,-2)]),Term Tanh (fromList [(0,2),(3,-2),(4,2),(6,-2),(7,2)]),Term SqrtAbs (fromList [(1,1),(5,2),(7,1)])]","[-162.92821589063968,-6.56181519097496e-7,-1.8863508376221008,-66842.92869608026,4.70503147848883e-2,1.466134481714432e-7,-6.673825833449046,3.5408740552033473,2.0906711710841677,-33.57645965115592,-16.04822621664333,19.768927293151464,-1.836954874761994,4744.4505015300265,-38.88770688987546,8.160409963053551,1.6345082073829256e-4]","-162.92821589063968 + -6.56181519097496e-7*(x[:,0]**(2)*x[:,1]*x[:,3]**(-1)*x[:,5]**(2)*x[:,6]**(-2)*x[:,7]) + -1.8863508376221008*(x[:,1]*x[:,3]**(-1)*x[:,5]**(2)*x[:,6]**(-2)) + -66842.92869608026*sqrtAbs(x[:,0]**(-2)*x[:,3]**(-1)*x[:,5]**(-2)*x[:,6]*x[:,7]) + 4.70503147848883e-2*sqrtAbs(x[:,0]**(-2)*x[:,1]*x[:,3]**(2)*x[:,6]) + 1.466134481714432e-7*sqrtAbs(x[:,0]**(-1)*x[:,2]*x[:,3]**(2)*x[:,5]**(2)*x[:,6]**(2)) + -6.673825833449046*np.tanh(x[:,0]**(-1)*x[:,1]**(2)*x[:,2]**(2)*x[:,4]**(2)*x[:,6]**(-2)*x[:,7]**(2)) + 3.5408740552033473*np.tanh(x[:,0]**(2)*x[:,4]**(2)*x[:,5]**(-1)*x[:,6]**(-2)*x[:,7]**(2)) + 2.0906711710841677*np.sin(x[:,0]**(-2)*x[:,1]**(2)*x[:,2]*x[:,4]**(2)*x[:,5]*x[:,7]**(2)) + -33.57645965115592*sqrtAbs(x[:,0]**(-1)*x[:,3]**(2)*x[:,4]**(2)*x[:,6]**(-2)) + -16.04822621664333*np.log(x[:,3]**(2)*x[:,5]**(-1)*x[:,7]**(2)) + 19.768927293151464*np.log(x[:,0]**(2)*x[:,7]**(2)) + -1.836954874761994*np.cos(x[:,0]**(-2)*x[:,1]**(2)*x[:,3]**(2)*x[:,4]*x[:,5]**(-1)*x[:,6]**(2)) + 4744.4505015300265*(x[:,0]**(2)*x[:,1]**(2)*x[:,3]**(-2)*x[:,4]*x[:,5]**(-1)*x[:,6]**(-2)) + -38.88770688987546*np.sin(x[:,0]**(2)*x[:,1]*x[:,3]**(-2)*x[:,4]**(2)*x[:,6]**(-2)) + 8.160409963053551*np.tanh(x[:,0]**(2)*x[:,3]**(-2)*x[:,4]**(2)*x[:,6]**(-2)*x[:,7]**(2)) + 1.6345082073829256e-4*sqrtAbs(x[:,1]*x[:,5]**(2)*x[:,7])"

"[Term Id (fromList [(4,2),(5,-1),(6,-2)]),Term Tanh (fromList [(0,-1),(2,-2),(3,2),(5,-1),(6,-2),(7,-1)]),Term Log (fromList [(0,-2),(3,-1),(5,1),(6,2),(7,-2)]),Term Sin (fromList [(0,1),(5,1)]),Term SqrtAbs (fromList [(0,1),(1,2),(3,-2),(5,1),(7,1)]),Term SqrtAbs (fromList [(0,2),(2,2),(3,-2),(4,1),(5,-1),(7,2)]),Term Cos (fromList [(0,2),(1,2),(2,2),(4,2),(6,1),(7,-2)]),Term Tanh (fromList [(0,2),(1,1),(3,1),(5,1),(6,-2)]),Term Cos (fromList [(0,1),(1,1),(2,2),(3,-2),(4,2)]),Term Tanh (fromList [(0,2),(1,-1),(3,-2),(6,-2)]),Term SqrtAbs (fromList [(0,2),(1,2),(3,-2),(5,2),(6,-2),(7,2)]),Term Cos (fromList [(0,2),(1,2),(2,2),(3,-2),(4,2),(5,1),(6,1)]),Term Tanh (fromList [(0,2),(4,1),(6,-2)]),Term Cos (fromList [(0,-2),(2,1),(4,1),(5,-1)]),Term Log (fromList [(0,1),(3,-1),(5,-1),(6,2),(7,2)]),Term Exp (fromList [(0,1),(3,-1),(6,-1)])]","[-8.353590455882636e8,-8348169.7212692825,-3.8201182015701276,2.4094100443632955,0.800780423637041,6.09324385208846e-3,6.4856722004947125e-3,1.8951587773953558,-2.208285074759162e7,2.9501481162771337,-2.2082854424314857e7,-3.7251072777366674e-4,-4.2493553719184565,6.587405665983744,8.574295514817818e8,5.752752177669208,12282.346432608036]","-8.353590455882636e8 + -8348169.7212692825*(x[:,4]**(2)*x[:,5]**(-1)*x[:,6]**(-2)) + -3.8201182015701276*np.tanh(x[:,0]**(-1)*x[:,2]**(-2)*x[:,3]**(2)*x[:,5]**(-1)*x[:,6]**(-2)*x[:,7]**(-1)) + 2.4094100443632955*np.log(x[:,0]**(-2)*x[:,3]**(-1)*x[:,5]*x[:,6]**(2)*x[:,7]**(-2)) + 0.800780423637041*np.sin(x[:,0]*x[:,5]) + 6.09324385208846e-3*sqrtAbs(x[:,0]*x[:,1]**(2)*x[:,3]**(-2)*x[:,5]*x[:,7]) + 6.4856722004947125e-3*sqrtAbs(x[:,0]**(2)*x[:,2]**(2)*x[:,3]**(-2)*x[:,4]*x[:,5]**(-1)*x[:,7]**(2)) + 1.8951587773953558*np.cos(x[:,0]**(2)*x[:,1]**(2)*x[:,2]**(2)*x[:,4]**(2)*x[:,6]*x[:,7]**(-2)) + -2.208285074759162e7*np.tanh(x[:,0]**(2)*x[:,1]*x[:,3]*x[:,5]*x[:,6]**(-2)) + 2.9501481162771337*np.cos(x[:,0]*x[:,1]*x[:,2]**(2)*x[:,3]**(-2)*x[:,4]**(2)) + -2.2082854424314857e7*np.tanh(x[:,0]**(2)*x[:,1]**(-1)*x[:,3]**(-2)*x[:,6]**(-2)) + -3.7251072777366674e-4*sqrtAbs(x[:,0]**(2)*x[:,1]**(2)*x[:,3]**(-2)*x[:,5]**(2)*x[:,6]**(-2)*x[:,7]**(2)) + -4.2493553719184565*np.cos(x[:,0]**(2)*x[:,1]**(2)*x[:,2]**(2)*x[:,3]**(-2)*x[:,4]**(2)*x[:,5]*x[:,6]) + 6.587405665983744*np.tanh(x[:,0]**(2)*x[:,4]*x[:,6]**(-2)) + 8.574295514817818e8*np.cos(x[:,0]**(-2)*x[:,2]*x[:,4]*x[:,5]**(-1)) + 5.752752177669208*np.log(x[:,0]*x[:,3]**(-1)*x[:,5]**(-1)*x[:,6]**(2)*x[:,7]**(2)) + 12282.346432608036*np.exp(x[:,0]*x[:,3]**(-1)*x[:,6]**(-1))"

